1 0 0 0 0 0 0 0 0 0 0
0.7872572 0.2127428 0 0 0 0 0 0 0 0 0
0.0252485 0.9701853 0.0045662 0 0 0 0 0 0 0 0
0 0.561542 0.4382088 0.0002492 0 0 0 0 0 0 0
0 0.0123376 0.9008354 0.0867884 0.0000387 0 0 0 0 0 0
0 0 0.2155714 0.7686071 0.0158214 0 0 0 0 0 0
0 0 0.0006866 0.5128976 0.481806 0.0046098 0 0 0 0 0
0 0 0 0.0160125 0.6776771 0.30412 0.0021903 0 0 0 0
0 0 0 0 0.0513581 0.7065139 0.2397778 0.0023502 0 0 0
0 0 0 0 0 0.0739384 0.6643824 0.2571894 0.0044661 0.0000236 0
0 0 0 0 0 0.0000201 0.056904 0.5557989 0.3427504 0.0445266 0
0 0 0 0 0 0 0 0.0244046 0.4027207 0.5728746 0
0 0 0 0 0 0 0 0 0.0331126 0.9668874 0
0 0 0 0 0 0 0 0 0 0 0
