0.9983594 0.0016406 0 0 0 0 0 0 0 0 0
0.2444848 0.7544619 0.0010533 0 0 0 0 0 0 0 0
0 0.3498345 0.6456697 0.0044958 0 0 0 0 0 0 0
0 0 0.2791496 0.6757051 0.0451453 0 0 0 0 0 0
0 0 0 0.0993943 0.5882905 0.3080426 0.0042725 0 0 0 0.0000001
0 0 0 0 0.0019287 0.2252065 0.4395056 0.308574 0.0244749 0.0003104 0
0 0 0 0 0 0 0.0008555 0.1351288 0.4198971 0.4441185 0.0000001
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
