0.570425 0 0 0 0 0 0 0 0 0 0
0.415475 0.112275 0 0 0 0 0 0 0 0 0
0.0141 0.5418 0.00255 0 0 0 0 0 0 0 0
0 0.33795 0.263725 0.00015 0 0 0 0 0 0 0
0 0.007975 0.5823 0.0561 0.000025 0 0 0 0 0 0
0 0 0.1509 0.538025 0.011075 0 0 0 0 0 0
0 0 0.000525 0.3922 0.368425 0.003525 0 0 0 0 0
0 0 0 0.013525 0.5724 0.256875 0.00185 0 0 0 0
0 0 0 0 0.048075 0.66135 0.22445 0.0022 0 0 0
0 0 0 0 0 0.078225 0.7029 0.2721 0.004725 0.000025 0
0 0 0 0 0 0.000025 0.0708 0.691525 0.42645 0.0554 0
0 0 0 0 0 0 0 0.034175 0.56395 0.802225 0
0 0 0 0 0 0 0 0 0.004875 0.14235 0
0 0 0 0 0 0 0 0 0 0 0
