0.57155 0 0 0 0 0 0 0 0 0 0
0.41385 0.113275 0 0 0 0 0 0 0 0 0
0.0146 0.542425 0.003625 0 0 0 0 0 0 0 0
0 0.3366 0.2639 5e-05 0 0 0 0 0 0 0
0 0.0077 0.582675 0.057425 0 0 0 0 0 0 0
0 0 0.14935 0.53945 0.0113 0 0 0 0 0 0
0 0 0.00045 0.389925 0.371025 0.00285 0 0 0 0 0
0 0 0 0.01315 0.56785 0.25775 0.0014 0 0 0 0
0 0 0 0 0.049825 0.65915 0.225825 0.00175 0 0 0
0 0 0 0 0 0.080225 0.7012 0.2731 0.0045 2.5e-05 0
0 0 0 0 0 2.5e-05 0.071575 0.69135 0.42525 0.05445 0
0 0 0 0 0 0 0 0.0338 0.565575 0.79955 0
0 0 0 0 0 0 0 0 0.004675 0.14595 0
0 0 0 0 0 0 0 0 0 2.5e-05 1
