stock  init_proprecru_per_szgroup
0 0
0 0
0 0.00255
0 0.263725
0 0.5823
0 0.1509
0 0.000525
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0.2545
1 0.253475
1 0.286
1 0.206025
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
2 0.00385
2 0.44855
2 0.5217
2 0.0259
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0.1057
3 0.699075
3 0.195225
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0.259225
4 0.740775
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 0.011175
5 0.867375
5 0.12145
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
