pt_graph landings
9129 0
9131 0
9132 0
9161 0
9162 0
9163 0
9164 0
9172 0
9173 0
9174 0
9175 0
9176 0
9202 0
9203 0
9204 0
9205 0
9206 0
9213 0
9214 0
9215 0
9216 0
9217 0
9218 0
9246 0
9247 0
9248 0
9249 0
9256 0
9257 0
9258 0
9259 0
9260 0
9261 0
9262 0
9294 0
9295 0
9296 0
9297 0
9298 0
9305 0
9306 0
9307 0
9308 0
9309 0
9310 0
9311 0
9345 0
9346 0
9347 0
9348 0
9349 0
9350 0
9355 0
9356 0
9357 0
9358 0
9359 0
9360 0
9361 0
9362 0
9363 0
9398 0
9399 0
9400 0
9401 0
9402 0
9403 0
9404 0
9405 0
9406 0
9410 0
9411 0
9412 0
9413 0
9414 0
9415 0
9416 0
9417 0
9418 0
9455 0
9456 0
9457 0
9459 0
9460 0
9461 0
9462 0
9463 0
9464 0
9465 0
9466 0
9467 0
9468 0
9469 0
9470 0
9471 0
9472 0
9473 0
9474 0
9475 0
9515 0
9516 0
9517 0
9522 0
9523 0
9524 0
9525 0
9526 0
9527 0
9528 0
9529 0
9530 0
9531 0
9532 0
9533 0
9534 0
9535 0
9536 0
9537 0
9538 0
9539 0
9540 0
9585 0
9586 0
9587 0
9592 0
9593 0
9594 0
9595 0
9596 0
9597 0
9598 0
9599 0
9600 0
9601 0
9602 0
9603 0
9604 0
9605 0
9606 0
9607 0
9608 0
9609 0
9610 0
9611 0
9660 0
9661 0
9662 0
9669 0
9670 0
9671 0
9672 0
9673 0
9674 0
9675 0
9676 0
9677 0
9678 0
9679 0
9680 0
9681 0
9682 0
9683 0
9684 0
9685 0
9686 0
9687 0
9738 0
9739 0
9740 0
9741 0
9745 0
9746 0
9747 0
9748 0
9749 0
9750 0
9751 0
9752 0
9753 0
9754 0
9755 0
9756 0
9757 0
9758 0
9759 0
9760 0
9761 0
9762 0
9763 0
9764 0
9765 0
9766 0
9819 0
9820 0
9821 0
9822 0
9826 0
9827 0
9828 0
9829 0
9830 0
9831 0
9832 0
9833 0
9834 0
9835 0
9836 0
9837 0
9838 0
9839 0
9840 0
9841 0
9842 0
9843 0
9844 0
9845 0
9846 0
9901 0
9902 0
9903 0
9904 0
9908 0
9909 0
9910 0
9911 0
9912 0
9913 0
9914 0
9915 0
9916 0
9917 0
9918 0
9919 0
9920 0
9921 0
9922 0
9923 0
9924 0
9925 0
9926 0
9927 0
9928 0
9982 0
9983 0
9984 0
9985 0
9986 0
9989 0
9990 0
9991 0
9992 0
9993 0
9994 0
9995 0
9996 0
9997 0
9998 0
9999 0
10000 0
10001 0
10002 0
10003 0
10004 0
10005 0
10006 0
10007 0
10008 0
10009 0
10010 0
10066 0
10067 0
10068 0
10069 0
10073 0
10074 0
10075 0
10076 0
10077 0
10078 0
10079 0
10080 0
10081 0
10082 0
10083 0
10084 0
10085 0
10086 0
10087 0
10088 0
10089 0
10090 0
10091 0
10092 0
10093 0
10094 0
10095 0
10147 0
10148 0
10150 0
10153 0
10154 0
10155 0
10156 0
10157 0
10158 0
10159 0
10160 0
10161 0
10162 0
10163 0
10164 0
10165 0
10166 0
10167 0
10168 0
10169 0
10170 0
10171 0
10172 0
10173 0
10174 0
10175 0
10176 0
10232 0
10233 0
10234 0
10235 0
10236 0
10237 0
10238 0
10239 0
10240 0
10241 0
10242 0
10243 0
10244 0
10245 0
10246 0
10247 0
10248 0
10249 0
10250 0
10251 0
10252 0
10253 0
10254 0
10255 0
10256 0
10257 0
10258 0
10259 0
10260 0
10313 0
10314 0
10315 0
10316 0
10317 0
10318 0
10319 0
10320 0
10321 0
10322 0
10323 0
10324 0
10325 0
10326 0
10327 0
10328 0
10329 0
10330 0
10331 0
10332 0
10333 0
10334 0
10335 0
10336 0
10337 0
10338 0
10339 0
10340 0
10341 0
10342 0
10400 0
10401 0
10402 0
10403 0
10404 0
10405 0
10406 0
10407 0
10408 0
10409 0
10410 0
10411 0
10412 0
10413 0
10414 0
10415 0
10416 0
10417 0
10418 0
10419 0
10420 0
10421 0
10422 0
10423 0
10424 0
10425 0
10426 0
10427 0
10428 0
10497 0
10498 0
10499 0
10500 0
10501 0
10502 0
10503 0
10504 0
10505 0
10506 0
10507 0
10508 0
10509 0
10510 0
10511 0
10512 0
10513 0
10514 0
10515 0
10516 0
10517 0
10518 0
10519 0
10520 0
10521 0
10522 0
10523 0
10524 0
10525 0
10526 0
10596 0
10597 0
10598 0
10600 0
10601 0
10602 0
10603 0
10604 0
10605 0
10606 0
10607 0
10608 0
10609 0
10610 0
10611 0
10612 0
10613 0
10614 0
10615 0
10616 0
10617 0
10618 0
10619 0
10620 0
10621 0
10622 0
10623 0
10694 0
10695 0
10696 0
10700 0
10701 0
10702 0
10703 0
10704 0
10705 0
10706 0
10707 0
10708 0
10709 0
10710 0
10711 0
10712 0
10713 0
10714 0
10715 0
10716 0
10717 0
10718 0
10719 0
10720 0
10721 0
10795 0
10796 0
10797 0
10798 0
10801 0
10802 0
10803 0
10804 0
10805 0
10806 0
10807 0
10808 0
10809 0
10810 0
10811 0
10812 0
10813 0
10814 0
10815 0
10816 0
10817 0
10818 0
10819 0
10820 0
10895 0
10896 0
10897 0
10898 0
10903 0
10904 0
10905 0
10906 0
10907 0
10908 0
10909 0
10910 0
10911 0
10912 0
10913 0
10914 0
10915 0
10916 0
10917 0
10918 0
10919 0
10920 0
10921 0
11003 0
11004 0
11005 0
11006 0
11011 0
11012 0
11013 0
11014 0
11015 0
11016 0
11017 0
11018 0
11019 0
11020 0
11021 0
11022 0
11023 0
11024 0
11025 0
11026 0
11027 0
11028 0
11029 0
11030 0
11113 0
11114 0
11115 0
11116 0
11120 0
11121 0
11122 0
11123 0
11124 0
11125 0
11126 0
11127 0
11128 0
11129 0
11130 0
11131 0
11132 0
11133 0
11134 0
11135 0
11136 0
11137 0
11138 0
11139 0
11140 0
11141 0
11233 0
11234 0
11235 0
11236 0
11241 0
11242 0
11243 0
11244 0
11245 0
11246 0
11247 0
11248 0
11249 0
11250 0
11251 0
11252 0
11253 0
11254 0
11255 0
11256 0
11257 0
11258 0
11259 0
11260 0
11261 0
11262 0
11354 0
11355 0
11356 0
11357 0
11362 0
11363 0
11364 0
11365 0
11366 0
11367 0
11368 0
11369 0
11370 0
11371 0
11372 0
11373 0
11374 0
11375 0
11376 0
11377 0
11378 0
11379 0
11380 0
11381 0
11382 0
11383 0
11480 0
11481 0
11482 0
11483 0
11490 0
11491 0
11492 0
11493 0
11494 0
11495 0
11496 0
11497 0
11498 0
11499 0
11500 0
11501 0
11502 0
11503 0
11504 0
11505 0
11506 0
11507 0
11508 0
11509 0
11607 0
11608 0
11609 0
11618 0
11619 0
11620 0
11621 0
11622 0
11623 0
11624 0
11625 0
11626 0
11627 0
11628 0
11629 0
11630 0
11631 0
11632 0
11633 0
11634 0
11635 0
11636 0
11637 0
11736 0
11737 0
11738 0
11747 0
11748 0
11749 0
11750 0
11751 0
11752 0
11753 0
11754 0
11755 0
11756 0
11757 0
11758 0
11759 0
11760 0
11761 0
11762 0
11763 0
11764 0
11765 0
11766 0
11865 0
11866 0
11867 0
11868 0
11879 0
11880 0
11881 0
11882 0
11883 0
11884 0
11885 0
11886 0
11887 0
11888 0
11889 0
11890 0
11891 0
11892 0
11893 0
11894 0
11895 0
11896 0
11897 0
11990 0
11991 0
11992 0
12003 0
12004 0
12005 0
12006 0
12007 0
12008 0
12009 0
12010 0
12011 0
12012 0
12013 0
12014 0
12015 0
12016 0
12017 0
12018 0
12019 0
12020 0
12021 0
12111 0
12112 0
12113 0
12114 0
12124 0
12125 0
12126 0
12127 0
12128 0
12129 0
12130 0
12131 0
12132 0
12133 0
12134 0
12135 0
12136 0
12137 0
12138 0
12139 0
12140 0
12141 0
12142 0
12143 0
12233 0
12234 0
12236 0
12237 0
12238 0
12249 0
12250 0
12251 0
12252 0
12253 0
12254 0
12255 0
12256 0
12257 0
12258 0
12259 0
12260 0
12261 0
12262 0
12263 0
12264 0
12265 0
12266 0
12267 0
12363 0
12364 0
12365 0
12366 0
12367 0
12368 0
12369 0
12380 0
12381 0
12382 0
12383 0
12384 0
12385 0
12386 0
12387 0
12388 0
12391 0
12396 0
12495 0
12496 0
12497 0
12498 0
12499 0
12500 0
12501 0
12502 0
12512 0
12513 0
12514 0
12515 0
12516 0
12517 0
12518 0
12519 0
12520 0
12521 0
12624 0
12625 0
12626 0
12627 0
12628 0
12631 0
12640 0
12641 0
12642 0
12643 0
12644 0
12645 0
12646 0
12647 0
12648 0
12649 0
12650 0
12745 0
12746 0
12747 0
12748 0
12749 0
12758 0
12759 0
12760 0
12761 0
12762 0
12763 0
12764 0
12765 0
12766 0
12767 0
12865 0
12866 0
12867 0
12868 0
12877 0
12878 0
12879 0
12880 0
12881 0
12882 0
12883 0
12884 0
12885 0
12886 0
12987 0
12988 0
12989 0
12990 0
13001 0
13002 0
13003 0
13004 0
13005 0
13006 0
13008 0
13101 0
13102 0
13103 0
13117 0
13118 0
13119 0
13120 0
13207 0
13208 0
13221 0
13222 0
13223 0
13299 0
13300 0
13304 0
13316 0
13317 0
13318 0
13319 0
13381 0
13384 0
13385 0
13387 0
13388 0
13400 0
13401 0
13461 0
13464 0
13465 0
13466 0
13467 0
13468 0
13469 0
13532 0
13534 0
13535 0
13536 0
13537 0
13538 0
13539 0
13596 0
13597 0
13650 0
13651 0
13652 0
13654 0
13655 0
13705 0
13706 0
13707 0
13709 0
13762 0
13763 0
13764 0
13812 0
13814 0
13819 0
13866 0
13867 0
13868 0
13869 0
13871 0
13872 0
13880 0
13922 0
13923 0
13924 0
13925 0
13928 0
13930 0
13978 0
13979 0
13980 0
13981 0
13985 0
13986 0
14034 0
14035 0
14036 0
14040 0
14041 0
14042 0
14043 0
14088 0
14089 0
14094 0
14095 0
14096 0
14143 0
14150 0
14152 0
14192 0
14193 0
14194 0
14195 0
14239 0
14241 0
14242 0
14243 0
14244 0
14245 0
14248 0
14284 0
14285 0
14288 0
14289 0
14290 0
14293 0
14330 0
14331 0
14333 0
14334 0
14335 0
14338 0
14375 0
14376 0
14380 0
14381 0
14385 0
14418 0
14419 0
14422 0
14425 0
14426 0
14461 0
14462 0
14463 0
14464 0
14495 0
14496 0
14500 0
14529 0
14560 0
14561 0
14594 0
14629 0
14662 0
14663 0
14694 0
14761 0
14855 0
14913 0
16182 0
16229 0
16275 0
16276 0
16321 0
16367 0
16409 0
16448 0
16453 0
16454 0
16497 0
16498 0
16540 0
16541 0
16542 0
16584 0
16585 0
16629 0
16670 0
16716 0
16780 0
16824 0
16825 0
16826 0
16827 0
16828 0
16830 0
16873 0
16874 0
16915 0
16916 0
16954 0
16956 0
16957 0
16958 0
16959 0
16960 0
16996 0
16997 0
16998 0
16999 0
17000 0
17001 0
17002 0
17003 0
17004 0
17005 0
17006 0
17007 0
17038 0
17039 0
17040 0
17041 0
17042 0
17043 0
17044 0
17045 0
17046 0
17047 0
17048 0
17049 0
17079 0
17080 0
17081 0
17082 0
17084 0
17085 0
17086 0
17087 0
17088 0
17089 0
17090 0
17091 0
17118 0
17120 0
17121 0
17122 0
17126 0
17128 0
17129 0
17130 0
17131 0
17132 0
17160 0
17161 0
17162 0
17163 0
17170 0
17171 0
17172 0
17173 0
17174 0
17175 0
17201 0
17202 0
17203 0
17204 0
17212 0
17213 0
17214 0
17215 0
17216 0
17217 0
17242 0
17243 0
17244 0
17245 0
17250 0
17251 0
17252 0
17253 0
17254 0
17255 0
17256 0
17257 0
17278 0
17280 0
17281 0
17282 0
17284 0
17288 0
17289 0
17290 0
17291 0
17292 0
17293 0
17316 0
17317 0
17318 0
17319 0
17325 0
17326 0
17327 0
17328 0
17329 0
17351 0
17352 0
17355 0
17360 0
17361 0
17362 0
17363 0
17364 0
17365 0
17384 0
17385 0
17392 0
17393 0
17394 0
17395 0
17396 0
17397 0
17416 0
17417 0
17424 0
17425 0
17426 0
17427 0
17428 0
17429 0
17430 0
17448 0
17449 0
17456 0
17457 0
17458 0
17459 0
17460 0
17461 0
17462 0
17464 0
17484 0
17485 0
17488 0
17489 0
17490 0
17491 0
17492 0
17493 0
17494 0
17495 0
17496 0
17497 0
17498 0
17521 0
17522 0
17525 0
17526 0
17527 0
17528 0
17529 0
17530 0
17531 0
17532 0
17533 0
17534 0
17535 0
17536 0
17537 0
17538 0
17539 0
17560 0
17561 0
17562 0
17566 0
17567 0
17568 0
17569 0
17570 0
17571 0
17572 0
17573 0
17574 0
17575 0
17576 0
17577 0
17578 0
17579 0
17580 0
17601 0
17602 0
17603 0
17604 0
17606 0
17607 0
17608 0
17609 0
17610 0
17611 0
17612 0
17613 0
17614 0
17615 0
17616 0
17617 0
17618 0
17619 0
17620 0
17644 0
17645 0
17646 0
17647 0
17649 0
17650 0
17651 0
17652 0
17653 0
17654 0
17655 0
17656 0
17657 0
17658 0
17659 0
17660 0
17661 0
17662 0
17692 0
17693 0
17694 0
17696 0
17697 0
17698 0
17699 0
17700 0
17701 0
17702 0
17703 0
17704 0
17705 0
17706 0
17707 0
17708 0
17739 0
17740 0
17741 0
17743 0
17744 0
17745 0
17746 0
17747 0
17748 0
17749 0
17750 0
17751 0
17752 0
17753 0
17754 0
17786 0
17787 0
17789 0
17790 0
17791 0
17792 0
17793 0
17794 0
17795 0
17796 0
17797 0
17798 0
17799 0
17800 0
17801 0
17830 0
17831 0
17832 0
17835 0
17836 0
17837 0
17838 0
17839 0
17840 0
17841 0
17842 0
17843 0
17844 0
17846 0
17878 0
17879 0
17881 0
17882 0
17883 0
17884 0
17885 0
17886 0
17887 0
17888 0
17889 0
17890 0
17924 0
17925 0
17926 0
17929 0
17930 0
17931 0
17932 0
17933 0
17934 0
17935 0
17936 0
17937 0
17976 0
17977 0
17978 0
17979 0
17980 0
17981 0
17982 0
17983 0
17984 0
17985 0
18023 0
18024 0
18025 0
18026 0
18027 0
18028 0
18029 0
18030 0
18069 0
18070 0
18071 0
18072 0
18073 0
18074 0
18075 0
18077 0
18116 0
18117 0
18118 0
18119 0
18120 0
18121 0
18122 0
18123 0
18124 0
18126 0
18164 0
18165 0
18166 0
18167 0
18168 0
18169 0
18170 0
18171 0
18172 0
18173 0
18174 0
18213 0
18214 0
18215 0
18216 0
18217 0
18218 0
18219 0
18220 0
18221 0
18222 0
18223 0
18249 0
18252 0
18253 0
18254 0
18255 0
18256 0
18257 0
18260 0
18261 0
18262 0
18263 0
18264 0
18265 0
18266 0
18267 0
18268 0
18269 0
18270 0
18290 0
18291 0
18292 0
18293 0
18294 0
18295 0
18296 0
18297 0
18298 0
18299 0
18300 0
18301 0
18302 0
18307 0
18308 0
18309 0
18310 0
18311 0
18312 0
18313 0
18314 0
18335 0
18336 0
18337 0
18338 0
18339 0
18340 0
18341 0
18342 0
18343 0
18344 0
18345 0
18346 0
18349 0
18350 0
18351 0
18352 0
18353 0
18354 0
18355 0
18375 0
18376 0
18377 0
18378 0
18379 0
18380 0
18381 0
18382 0
18383 0
18384 0
18385 0
18386 0
18389 0
18390 0
18391 0
18392 0
18410 0
18411 0
18412 0
18413 0
18414 0
18415 0
18416 0
18417 0
18418 0
18419 0
18420 0
18423 0
18424 0
18425 0
18426 0
18444 0
18445 0
18446 0
18447 0
18448 0
18449 0
18450 0
18451 0
18452 0
18453 0
18454 0
18459 0
18460 0
18461 0
18477 0
18478 0
18479 0
18480 0
18481 0
18482 0
18483 0
18484 0
18486 0
18487 0
18488 0
18491 0
18492 0
18494 0
18510 0
18511 0
18512 0
18513 0
18514 0
18515 0
18516 0
18517 0
18518 0
18519 0
18520 0
18524 0
18539 0
18540 0
18541 0
18542 0
18544 0
18549 0
18550 0
18568 0
18569 0
18570 0
18571 0
18578 0
18596 0
18597 0
18598 0
18623 0
18624 0
18625 0
18629 0
18630 0
18631 0
18632 0
18637 0
18652 0
18653 0
18654 0
18659 0
18660 0
18661 0
18662 0
18663 0
18664 0
18665 0
18669 0
18670 0
18684 0
18685 0
18686 0
18690 0
18691 0
18692 0
18693 0
18694 0
18695 0
18696 0
18697 0
18698 0
18706 0
18710 0
18711 0
18712 0
18726 0
18727 0
18728 0
18731 0
18732 0
18733 0
18734 0
18735 0
18736 0
18737 0
18738 0
18739 0
18740 0
18741 0
18742 0
18743 0
18744 0
18749 0
18750 0
18752 0
18753 0
18754 0
18755 0
18768 0
18769 0
18771 0
18773 0
18774 0
18775 0
18776 0
18777 0
18778 0
18779 0
18780 0
18781 0
18782 0
18783 0
18784 0
18785 0
18786 0
18787 0
18788 0
18789 0
18790 0
18791 0
18792 0
18793 0
18797 0
18798 0
18799 0
18800 0
18801 0
18814 0
18819 0
18820 0
18821 0
18822 0
18823 0
18824 0
18825 0
18826 0
18827 0
18828 0
18829 0
18830 0
18831 0
18832 0
18833 0
18834 0
18835 0
18836 0
18837 0
18838 0
18839 0
18840 0
18841 0
18842 0
18843 0
18844 0
18845 0
18846 0
18858 0
18860 0
18861 0
18862 0
18863 0
18864 0
18865 0
18866 0
18867 0
18868 0
18869 0
18870 0
18871 0
18872 0
18873 0
18874 0
18875 0
18876 0
18877 0
18878 0
18879 0
18880 0
18881 0
18882 0
18883 0
18884 0
18885 0
18886 0
18902 0
18903 0
18904 0
18905 0
18906 0
18907 0
18908 0
18909 0
18910 0
18911 0
18912 0
18913 0
18914 0
18915 0
18916 0
18917 0
18918 0
18919 0
18920 0
18921 0
18922 0
18923 0
18924 0
18925 0
18926 0
18943 0
18944 0
18945 0
18946 0
18947 0
18948 0
18951 0
18952 0
18953 0
18954 0
18955 0
18956 0
18957 0
18958 0
18959 0
18960 0
18961 0
18962 0
18963 0
18964 0
18965 0
18979 0
18983 0
18984 0
18985 0
18986 0
18987 0
18988 0
18989 0
18991 0
18992 0
18993 0
18994 0
18995 0
18996 0
18997 0
18998 0
18999 0
19000 0
19001 0
19002 0
19003 0
19016 0
19017 0
19018 0
19019 0
19021 0
19022 0
19023 0
19024 0
19025 0
19026 0
19028 0
19029 0
19030 0
19031 0
19032 0
19033 0
19034 0
19035 0
19036 0
19037 0
19038 0
19039 0
19053 0
19054 0
19055 0
19056 0
19057 0
19058 0
19059 0
19060 0
19061 0
19062 0
19063 0
19064 0
19065 0
19066 0
19067 0
19068 0
19069 0
19070 0
19071 0
19072 0
19073 0
19074 0
19075 0
19091 0
19092 0
19093 0
19094 0
19095 0
19096 0
19097 0
19098 0
19099 0
19100 0
19101 0
19102 0
19103 0
19104 0
19105 0
19106 0
19107 0
19108 0
19109 0
19127 0
19128 0
19129 0
19130 0
19131 0
19132 0
19133 0
19134 0
19135 0
19136 0
19137 0
19138 0
19139 0
19140 0
19141 0
19142 0
19143 0
19157 0
19158 0
19159 0
19160 0
19161 0
19162 0
19163 0
19164 0
19165 0
19166 0
19167 0
19168 0
19169 0
19170 0
19171 0
19172 0
19173 0
19174 0
19175 0
19176 0
19192 0
19193 0
19194 0
19198 0
19199 0
19200 0
19201 0
19202 0
19203 0
19204 0
19205 0
19206 0
19207 0
19208 0
19231 0
19232 0
19233 0
19234 0
19238 0
19239 0
