0 49.5464
0 43.50799
0 35.85379
0 33.19215
0 28.35049
0 24.49456
0 20.51663
0 14.87062
0 9.6966
0 8.260587
0 6.676667
0 3.100194
0 0.03003336
0 0
1 14686.84
1 14747.75
1 16634.54
1 16659.28
1 11293.95
1 13095.61
1 9284.871
1 0.07826843
1 0
1 0
1 0
1 0
1 0
1 0
2 1389.711
2 1100.152
2 826.286
2 396.8018
2 182.7925
2 87.0333
2 55.7968
2 28.48713
2 9.237474
2 1.092104
2 0.002790559
2 0
2 0
2 0
3 3492.209
3 3412.236
3 2303.888
3 1741.159
3 1602.322
3 2045.632
3 581.1135
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 2733.288
4 1417.409
4 815.5622
4 202.5361
4 5.163458
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 308.5218
5 236.6263
5 133.696
5 103.0612
5 69.38188
5 26.45927
5 0.003467928
5 0
5 0
5 0
5 0
5 0
5 0
5 0
0 49.82501
0 43.07557
0 36.08504
0 33.24095
0 28.2856
0 24.49927
0 20.48969
0 14.80909
0 9.748535
0 8.220498
0 6.717459
0 3.072261
0 0.02774268
0 0
1 14731.79
1 14675.23
1 16678.05
1 16689.51
1 11297.42
1 13069.38
1 9261.524
1 0
1 0
1 0
1 0
1 0
1 0
1 0
2 1378.618
2 1099.838
2 831.8722
2 400.8192
2 183.3573
2 87.36025
2 56.25985
2 28.86865
2 9.300101
2 1.096036
2 0.002954709
2 0
2 0
2 0
3 3493.029
3 3417.24
3 2306.431
3 1736.131
3 1604.275
3 2041.74
3 579.7144
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 2130.774
4 1305.412
4 1081.281
4 485.7946
4 170.5634
4 0.1332294
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 268.2114
5 182.3258
5 148.0015
5 136.8881
5 79.38174
5 37.67348
5 19.85447
5 0
5 0
5 0
5 0
5 0
5 0
5 0
0 49.68455
0 43.30728
0 35.92705
0 33.31568
0 28.19982
0 24.51825
0 20.45268
0 14.91119
0 9.697835
0 8.260091
0 6.71214
0 3.079618
0 0.0305424
0 0
1 14704.24
1 14736.14
1 16656.3
1 16678.48
1 11292.8
1 13096.24
1 9238.629
1 0.07826843
1 0
1 0
1 0
1 0
1 0
1 0
2 1385.301
2 1099.483
2 829.9881
2 396.7701
2 183.1419
2 87.28846
2 56.42689
2 28.66057
2 9.233336
2 1.095776
2 0.00344716
2 0
2 0
2 0
3 3486.467
3 3418.88
3 2307.702
3 1741.773
3 1602.35
3 2043.478
3 577.9099
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 2133.431
4 1303.843
4 1079.328
4 485.9731
4 171.2593
4 0.124175
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 268.4407
5 182.5267
5 147.7431
5 136.8299
5 79.26785
5 37.70102
5 19.82715
5 0
5 0
5 0
5 0
5 0
5 0
5 0
0 49.76624
0 43.31137
0 36.1049
