1 0 0 0 0 0 0 0 0 0 0
0.945849 0.054151 0 0 0 0 0 0 0 0 0
0.1985796 0.8014204 0 0 0 0 0 0 0 0 0
0 0.9389576 0.0610424 0 0 0 0 0 0 0 0
0 0.3090697 0.6902005 0.0007299 0 0 0 0 0 0 0
0 0.0027536 0.8769619 0.1202845 0 0 0 0 0 0 0
0 0 0.2354333 0.7556588 0.0089078 0 0 0 0 0 0.0000001
0 0 0.0025906 0.6954286 0.3015424 0.0004384 0 0 0 0 0.0000000000000001110223
0 0 0 0.0866777 0.8301087 0.0832136 0 0 0 0 0
0 0 0 0.0001014 0.3195538 0.6562109 0.0241339 0 0 0 0
0 0 0 0 0.0076529 0.5290687 0.4533728 0.0099056 0 0 0
0 0 0 0 0 0.0326396 0.6197065 0.3406796 0.0069464 0.0000279 0
0 0 0 0 0 0.0000486 0.0578321 0.6020331 0.3108539 0.0292322 0.0000001
0 0 0 0 0 0 0.0000292 0.0396028 0.393823 0.566545 0.0000000000000001110223
