0.735225 0.00385 0 0 0 0 0 0 0 0 0
0.264625 0.44855 0.000975 0 0 0 0 0 0 0 0
0.00015 0.5217 0.23455 0.000275 0 0 0 0 0 0 0
0 0.0259 0.654375 0.130125 0.000125 0 0 0 0 0 0
0 0 0.109875 0.6622 0.08775 0.0001 0 0 0 0 0
0 0 0.000225 0.2058 0.6387 0.077475 0.00035 0 0 0 0
0 0 0 0.0016 0.26995 0.6374 0.0897 0.00055 0 0 0
0 0 0 0 0.003475 0.2814 0.668575 0.13495 0.001825 0 0
0 0 0 0 0 0.003625 0.239075 0.704475 0.235225 0.02545 0
0 0 0 0 0 0 0.0023 0.159425 0.689125 0.56385 0
0 0 0 0 0 0 0 0.0006 0.073825 0.4048 0
0 0 0 0 0 0 0 0 0 0.0059 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
