0.5891 0.000075 0 0 0 0 0 0 0 0 0
0.39945 0.140775 0 0 0 0 0 0 0 0 0
0.01145 0.552625 0.00815 0 0 0 0 0 0 0 0
0 0.299675 0.308425 0.00025 0 0 0 0 0 0 0
0 0.00685 0.552775 0.08745 0.000025 0 0 0 0 0 0
0 0 0.13 0.540675 0.020625 0 0 0 0 0 0
0 0 0.00065 0.355075 0.37895 0.006025 0 0 0 0 0
0 0 0 0.01655 0.53465 0.24725 0.002925 0 0 0 0
0 0 0 0 0.065725 0.62025 0.186075 0.002275 0 0 0
0 0 0 0 0.000025 0.126025 0.653075 0.173525 0.002775 0.000025 0
0 0 0 0 0 0.00045 0.15735 0.676375 0.21 0.01705 0
0 0 0 0 0 0 0.000575 0.147525 0.694575 0.473325 0
0 0 0 0 0 0 0 0.0003 0.0926 0.499 0
0 0 0 0 0 0 0.0000000000000001110223 0 0.00005 0.0106 1
