0.9998726 0.0001274 0 0 0 0 0 0 0 0 0
0.7396581 0.2603419 0 0 0 0 0 0 0 0 0
0.021285 0.9648164 0.0138986 0 0 0 0 0 0 0 0
0 0.4952428 0.5041806 0.0005766 0 0 0 0 0 0 0
0 0.010779 0.860145 0.1290373 0.0000388 0 0 0 0 0 0
0 0 0.1895796 0.7819617 0.0284587 0 0 0 0 0 0
0 0 0.0007093 0.4863368 0.50532 0.0076338 0 0 0 0 0.0000001
0 0 0 0.0206787 0.6726031 0.3034121 0.0033061 0 0 0 0
0 0 0 0 0.0771575 0.7146266 0.2063186 0.0018973 0 0 0
0 0 0 0 0.0001048 0.1353342 0.6855308 0.1766186 0.0024115 0 0.0000001
0 0 0 0 0 0.0005645 0.1537213 0.6382433 0.193169 0.0143018 0.0000001
0 0 0 0 0 0 0.0005511 0.1150659 0.5283912 0.3559918 0
0 0 0 0 0 0 0 0.0003318 0.161289 0.8383792 0
0 0 0 0 0 0 0 0 0.0044843 0.9955157 0
