0.9998727 0.0001273 0 0 0 0 0 0 0 0 0
0.7394141 0.2605859 0 0 0 0 0 0 0 0 0
0.0200096 0.9657477 0.0142426 0 0 0 0 0 0 0 0.0000001
0 0.4926029 0.5069861 0.0004109 0 0 0 0 0 0 0.0000001
0 0.0105857 0.8542343 0.1351414 0.0000386 0 0 0 0 0 0
0 0 0.1880515 0.7821134 0.0298351 0 0 0 0 0 0
0 0 0.0008775 0.4793776 0.5116106 0.0081342 0 0 0 0 0.0000001
0 0 0 0.020652 0.6671658 0.3085322 0.00365 0 0 0 0
0 0 0 0 0.0751723 0.7094044 0.2128213 0.002602 0 0 0
0 0 0 0 0.0000262 0.1319012 0.6835261 0.181616 0.0029044 0.0000262 0
0 0 0 0 0 0.000424 0.148272 0.6373531 0.1978845 0.0160663 0.0000001
0 0 0 0 0 0 0.0004369 0.1121011 0.5277926 0.3596695 0
0 0 0 0 0 0 0 0.0005068 0.1564453 0.8430478 0.0000001
0 0 0 0 0 0 0 0 0.0046948 0.9953052 0
