0.591 0.000125 0 0 0 0 0 0 0 0 0
0.39755 0.14435 0 0 0 0 0 0 0 0 0
0.01145 0.551325 0.007975 0 0 0 0 0 0 0 0
0 0.297575 0.307525 0.0006 0 0 0 0 0 0 0
0 0.006625 0.55475 0.085525 0.000025 0 0 0 0 0 0
0 0 0.12905 0.5388 0.0204 0 0 0 0 0 0
0 0 0.0007 0.35885 0.375275 0.00585 0 0 0 0 0
0 0 0 0.016225 0.5374 0.2427 0.0026 0 0 0 0
0 0 0 0 0.066775 0.62185 0.17965 0.001425 0 0 0
0 0 0 0 0.000125 0.128975 0.6535 0.169625 0.0023 0 0
0 0 0 0 0 0.000625 0.16345 0.6767 0.207025 0.0155 0
0 0 0 0 0 0 0.0008 0.15185 0.692675 0.4717 0
0 0 0 0 0 0 0 0.0004 0.097925 0.502075 0
0 0.0000000000000001110223 0 0 0 0 0 0 0.000075 0.010725 1
