pt_graph met
9454 3
9587 3
9595 3
9599 3
9643 3
9661 3
9673 3
9674 3
9676 3
9677 3
9678 3
9720 3
9721 3
9738 3
9749 3
9751 3
9753 3
9754 3
9755 3
9757 3
9758 3
9811 3
9820 3
9831 3
9834 3
9835 3
9836 3
9838 3
9839 3
9840 3
9841 3
9890 3
9899 3
9914 3
9915 3
9918 3
9920 3
9923 3
9924 3
9989 3
9992 3
9993 3
9995 3
9996 3
9997 3
9998 3
9999 3
10000 3
10001 3
10004 3
10006 3
10007 3
10008 3
10052 3
10075 3
10076 3
10081 3
10083 3
10084 3
10085 3
10087 3
10088 3
10089 3
10090 3
10091 3
10092 3
10123 3
10130 3
10153 3
10154 3
10155 3
10156 3
10158 3
10160 3
10163 3
10164 3
10165 3
10166 3
10167 3
10169 3
10170 3
10171 3
10172 3
10173 3
10237 3
10238 3
10240 3
10248 3
10252 3
10254 3
10255 3
10256 3
10258 3
10319 3
10321 3
10322 3
10324 3
10325 3
10326 3
10327 3
10328 3
10329 3
10332 3
10333 3
10334 3
10336 3
10337 3
10338 3
10340 3
10405 3
10406 3
10408 3
10411 3
10413 3
10414 3
10415 3
10418 3
10419 3
10420 3
10421 3
10423 3
10424 3
10425 3
10427 3
10502 3
10505 3
10507 3
10509 3
10512 3
10515 3
10516 3
10517 3
10518 3
10519 3
10520 3
10521 3
10522 3
10523 3
10524 3
10601 3
10602 3
10603 3
10606 3
10610 3
10611 3
10613 3
10614 3
10615 3
10617 3
10619 3
10620 3
10621 3
10623 3
10699 3
10700 3
10701 3
10704 3
10705 3
10707 3
10708 3
10709 3
10711 3
10712 3
10713 3
10715 3
10717 3
10718 3
10719 3
10720 3
10721 3
10800 3
10801 3
10804 3
10806 3
10808 3
10809 3
10810 3
10811 3
10812 3
10813 3
10814 3
10817 3
10818 3
10819 3
10820 3
10821 3
10822 3
10823 3
10899 3
10902 3
10906 3
10913 3
10914 3
10915 3
10916 3
10917 3
10918 3
10919 3
10920 3
10921 3
10922 3
10923 3
10924 3
10925 3
11007 3
11010 3
11011 3
11014 3
11018 3
11019 3
11022 3
11023 3
11024 3
11025 3
11026 3
11027 3
11028 3
11029 3
11030 3
11031 3
11033 3
11119 3
11120 3
11121 3
11124 3
11126 3
11127 3
11128 3
11129 3
11132 3
11133 3
11134 3
11135 3
11136 3
11137 3
11138 3
11139 3
11140 3
11141 3
11142 3
11241 3
11242 3
11246 3
11250 3
11252 3
11253 3
11254 3
11255 3
11256 3
11257 3
11258 3
11259 3
11260 3
11261 3
11262 3
11263 3
11264 3
11363 3
11364 3
11365 3
11366 3
11367 3
11369 3
11370 3
11374 3
11375 3
11376 3
11377 3
11378 3
11379 3
11380 3
11381 3
11382 3
11383 3
11385 3
11386 3
11490 3
11491 3
11492 3
11493 3
11494 3
11495 3
11496 3
11497 3
11500 3
11502 3
11503 3
11504 3
11505 3
11506 3
11507 3
11508 3
11509 3
11511 3
11512 3
11524 3
11618 3
11623 3
11625 3
11629 3
11630 3
11631 3
11632 3
11633 3
11634 3
11635 3
11636 3
11637 3
11638 3
11639 3
11640 3
11650 3
11652 3
11746 3
11747 3
11752 3
11755 3
11757 3
11758 3
11759 3
11760 3
11761 3
11762 3
11763 3
11764 3
11765 3
11766 3
11767 3
11768 3
11769 3
11780 3
11781 3
11782 3
11783 3
11873 3
11875 3
11877 3
11878 3
11880 3
11882 3
11884 3
11886 3
11887 3
11888 3
11889 3
11890 3
11891 3
11892 3
11893 3
11894 3
11895 3
11897 3
11898 3
11899 3
11900 3
11901 3
11906 3
11909 3
11910 3
11911 3
11912 3
11913 3
11914 3
11915 3
11999 3
12001 3
12002 3
12005 3
12006 3
12007 3
12010 3
12011 3
12012 3
12013 3
12014 3
12015 3
12016 3
12017 3
12018 3
12019 3
12020 3
12021 3
12022 3
12023 3
12024 3
12025 3
12026 3
12027 3
12028 3
12029 3
12031 3
12033 3
12034 3
12035 3
12036 3
12038 3
12039 3
12040 3
12118 3
12120 3
12121 3
12123 3
12124 3
12126 3
12128 3
12129 3
12132 3
12133 3
12134 3
12135 3
12147 3
12148 3
12149 3
12150 3
12151 3
12153 3
12154 3
12155 3
12161 3
12162 3
12245 3
12247 3
12248 3
12249 3
12250 3
12252 3
12257 3
12258 3
12275 3
12276 3
12277 3
12278 3
12287 3
12288 3
12378 3
12379 3
12380 3
12383 3
12384 3
12385 3
12387 3
12417 3
12418 3
12419 3
12507 3
12511 3
12516 3
12519 3
12549 3
12550 3
12551 3
12633 3
12639 3
12640 3
12644 3
12646 3
12647 3
12648 3
12672 3
12673 3
12674 3
12751 3
12752 3
12756 3
12757 3
12759 3
12761 3
12764 3
12790 3
12791 3
12792 3
12872 3
12875 3
12876 3
12878 3
12881 3
12882 3
12883 3
12884 3
12909 3
12999 3
13002 3
13003 3
13004 3
13005 3
13107 3
13110 3
13113 3
13114 3
13115 3
13218 3
13219 3
13221 3
13314 3
13315 3
13316 3
13396 3
13398 3
13399 3
13400 3
13474 3
13477 3
13478 3
13479 3
13480 3
13481 3
13482 3
13545 3
13548 3
13550 3
13551 3
13552 3
13553 3
13607 3
13610 3
13611 3
13612 3
13613 3
13663 3
13665 3
13667 3
13668 3
13669 3
13670 3
13676 3
13718 3
13721 3
13722 3
13723 3
13724 3
13725 3
13773 3
13777 3
13778 3
13779 3
13825 3
13827 3
13829 3
13830 3
13883 3
13887 3
13888 3
13941 3
13943 3
13944 3
14000 3
14001 3
14056 3
14057 3
14103 3
14110 3
14111 3
14113 3
14160 3
14165 3
14166 3
14167 3
14199 3
14205 3
14213 3
14214 3
14215 3
14216 3
14251 3
14261 3
14262 3
14308 3
14309 3
14310 3
14352 3
14353 3
14395 3
14396 3
14467 3
14468 3
14471 3
14504 3
14535 3
14536 3
14565 3
14566 3
14567 3
14600 3
14601 3
14602 3
14791 3
14882 3
14883 3
14984 3
15066 3
15095 3
15130 3
15131 3
15132 3
15172 3
15174 3
15217 3
15218 3
15266 3
15311 3
15313 3
15314 3
15365 3
15366 3
15367 3
15368 3
15427 3
15482 3
15488 3
15489 3
15490 3
15491 3
15552 3
15555 3
15608 3
15619 3
15620 3
15683 3
15742 3
15751 3
15752 3
15815 3
15816 3
15817 3
15881 3
15945 3
15946 3
15947 3
16001 3
16053 3
16054 3
16055 3
16104 3
16146 3
16147 3
16149 3
16151 3
16195 3
16198 3
16199 3
16242 3
16245 3
16286 3
16289 3
16291 3
16293 3
16376 3
16381 3
16412 3
16420 3
16424 3
16456 3
16458 3
16460 3
16464 3
16467 3
16502 3
16503 3
16508 3
16509 3
16510 3
16511 3
16512 3
16543 3
16546 3
16548 3
16550 3
16553 3
16554 3
16590 3
16596 3
16597 3
16634 3
16636 3
16639 3
16679 3
16681 3
16682 3
16684 3
16686 3
16723 3
16725 3
16726 3
16729 3
16730 3
16766 3
16815 3
16818 3
16820 3
16822 3
16823 3
16824 3
16862 3
16869 3
16870 3
16912 3
16914 3
16915 3
16918 3
16919 3
16955 3
16956 3
16957 3
16962 3
16963 3
17001 3
17005 3
17006 3
17040 3
