pt_graph scale
3573 1.18119047619048
3573 0
3573 2.7952380952381
3573 2.41333333333333
3573 3.14
3573 2.72142857142857
3573 0.00214285714285714
3573 0
3573 0.0142857142857143
3646 1.18119047619048
3646 0
3646 2.7952380952381
3646 2.41333333333333
3646 3.14
3646 2.72142857142857
3646 0.00214285714285714
3646 0
3646 0.0142857142857143
3728 1.18119047619048
3728 0
3728 2.7952380952381
3728 2.41333333333333
3728 3.14
3728 2.72142857142857
3728 0.00214285714285714
3728 0
3728 0.0142857142857143
3719 1.18119047619048
3719 0
3719 2.7952380952381
3719 2.41333333333333
3719 3.14
3719 2.72142857142857
3719 0.00214285714285714
3719 0
3719 0.0142857142857143
3803 1.18119047619048
3803 0
3803 2.7952380952381
3803 2.41333333333333
3803 3.14
3803 2.72142857142857
3803 0.00214285714285714
3803 0
3803 0.0142857142857143
3791 1.18119047619048
3791 0
3791 2.7952380952381
3791 2.41333333333333
3791 3.14
3791 2.72142857142857
3791 0.00214285714285714
3791 0
3791 0.0142857142857143
3885 1.18119047619048
3885 0
3885 2.7952380952381
3885 2.41333333333333
3885 3.14
3885 2.72142857142857
3885 0.00214285714285714
3885 0
3885 0.0142857142857143
3872 1.18119047619048
3872 0
3872 2.7952380952381
3872 2.41333333333333
3872 3.14
3872 2.72142857142857
3872 0.00214285714285714
3872 0
3872 0.0142857142857143
3871 1.18119047619048
3871 0
3871 2.7952380952381
3871 2.41333333333333
3871 3.14
3871 2.72142857142857
3871 0.00214285714285714
3871 0
3871 0.0142857142857143
3868 1.18119047619048
3868 0
3868 2.7952380952381
3868 2.41333333333333
3868 3.14
3868 2.72142857142857
3868 0.00214285714285714
3868 0
3868 0.0142857142857143
3943 1.18119047619048
3943 0
3943 2.7952380952381
3943 2.41333333333333
3943 3.14
3943 2.72142857142857
3943 0.00214285714285714
3943 0
3943 0.0142857142857143
3941 1.18119047619048
3941 0
3941 2.7952380952381
3941 2.41333333333333
3941 3.14
3941 2.72142857142857
3941 0.00214285714285714
3941 0
3941 0.0142857142857143
3942 1.18119047619048
3942 0
3942 2.7952380952381
3942 2.41333333333333
3942 3.14
3942 2.72142857142857
3942 0.00214285714285714
3942 0
3942 0.0142857142857143
4040 1.18119047619048
4040 0
4040 2.7952380952381
4040 2.41333333333333
4040 3.14
4040 2.72142857142857
4040 0.00214285714285714
4040 0
4040 0.0142857142857143
4019 1.18119047619048
4019 0
4019 2.7952380952381
4019 2.41333333333333
4019 3.14
4019 2.72142857142857
4019 0.00214285714285714
4019 0
4019 0.0142857142857143
4017 1.18119047619048
4017 0
4017 2.7952380952381
4017 2.41333333333333
4017 3.14
4017 2.72142857142857
4017 0.00214285714285714
4017 0
4017 0.0142857142857143
4016 1.18119047619048
4016 0
4016 2.7952380952381
4016 2.41333333333333
4016 3.14
4016 2.72142857142857
4016 0.00214285714285714
4016 0
4016 0.0142857142857143
4012 1.18119047619048
4012 0
4012 2.7952380952381
4012 2.41333333333333
4012 3.14
4012 2.72142857142857
4012 0.00214285714285714
4012 0
4012 0.0142857142857143
4010 1.18119047619048
4010 0
4010 2.7952380952381
4010 2.41333333333333
4010 3.14
4010 2.72142857142857
4010 0.00214285714285714
4010 0
4010 0.0142857142857143
4085 1.18119047619048
4085 0
4085 2.7952380952381
4085 2.41333333333333
4085 3.14
4085 2.72142857142857
4085 0.00214285714285714
4085 0
4085 0.0142857142857143
4079 1.18119047619048
4079 0
4079 2.7952380952381
4079 2.41333333333333
4079 3.14
4079 2.72142857142857
4079 0.00214285714285714
4079 0
4079 0.0142857142857143
4078 1.18119047619048
4078 0
4078 2.7952380952381
4078 2.41333333333333
4078 3.14
4078 2.72142857142857
4078 0.00214285714285714
4078 0
4078 0.0142857142857143
4076 1.18119047619048
4076 0
4076 2.7952380952381
4076 2.41333333333333
4076 3.14
4076 2.72142857142857
4076 0.00214285714285714
4076 0
4076 0.0142857142857143
4077 1.18119047619048
4077 0
4077 2.7952380952381
4077 2.41333333333333
4077 3.14
4077 2.72142857142857
4077 0.00214285714285714
4077 0
4077 0.0142857142857143
4147 1.18119047619048
4147 0
4147 2.7952380952381
4147 2.41333333333333
4147 3.14
4147 2.72142857142857
4147 0.00214285714285714
4147 0
4147 0.0142857142857143
4148 1.18119047619048
4148 0
4148 2.7952380952381
4148 2.41333333333333
4148 3.14
4148 2.72142857142857
4148 0.00214285714285714
4148 0
4148 0.0142857142857143
4145 1.18119047619048
4145 0
4145 2.7952380952381
4145 2.41333333333333
4145 3.14
4145 2.72142857142857
4145 0.00214285714285714
4145 0
4145 0.0142857142857143
4143 1.18119047619048
4143 0
4143 2.7952380952381
4143 2.41333333333333
4143 3.14
4143 2.72142857142857
4143 0.00214285714285714
4143 0
4143 0.0142857142857143
4144 1.18119047619048
4144 0
4144 2.7952380952381
4144 2.41333333333333
4144 3.14
4144 2.72142857142857
4144 0.00214285714285714
4144 0
4144 0.0142857142857143
4140 1.18119047619048
4140 0
4140 2.7952380952381
4140 2.41333333333333
4140 3.14
4140 2.72142857142857
4140 0.00214285714285714
4140 0
4140 0.0142857142857143
4139 1.18119047619048
4139 0
4139 2.7952380952381
4139 2.41333333333333
4139 3.14
4139 2.72142857142857
4139 0.00214285714285714
4139 0
4139 0.0142857142857143
4214 1.18119047619048
4214 0
4214 2.7952380952381
4214 2.41333333333333
4214 3.14
4214 2.72142857142857
4214 0.00214285714285714
4214 0
4214 0.0142857142857143
4208 1.18119047619048
4208 0
4208 2.7952380952381
4208 2.41333333333333
4208 3.14
4208 2.72142857142857
4208 0.00214285714285714
4208 0
4208 0.0142857142857143
4206 1.18119047619048
4206 0
4206 2.7952380952381
4206 2.41333333333333
4206 3.14
4206 2.72142857142857
4206 0.00214285714285714
4206 0
4206 0.0142857142857143
4204 1.18119047619048
4204 0
4204 2.7952380952381
4204 2.41333333333333
4204 3.14
4204 2.72142857142857
4204 0.00214285714285714
4204 0
4204 0.0142857142857143
4203 1.18119047619048
4203 0
4203 2.7952380952381
4203 2.41333333333333
4203 3.14
4203 2.72142857142857
4203 0.00214285714285714
4203 0
4203 0.0142857142857143
4266 1.18119047619048
4266 0
4266 2.7952380952381
4266 2.41333333333333
4266 3.14
4266 2.72142857142857
4266 0.00214285714285714
4266 0
4266 0.0142857142857143
4264 1.18119047619048
4264 0
4264 2.7952380952381
4264 2.41333333333333
4264 3.14
4264 2.72142857142857
4264 0.00214285714285714
4264 0
4264 0.0142857142857143
4265 1.18119047619048
4265 0
4265 2.7952380952381
4265 2.41333333333333
4265 3.14
4265 2.72142857142857
4265 0.00214285714285714
4265 0
4265 0.0142857142857143
4325 1.18119047619048
4325 0
4325 2.7952380952381
4325 2.41333333333333
4325 3.14
4325 2.72142857142857
4325 0.00214285714285714
4325 0
4325 0.0142857142857143
4324 1.18119047619048
4324 0
4324 2.7952380952381
4324 2.41333333333333
4324 3.14
4324 2.72142857142857
4324 0.00214285714285714
4324 0
4324 0.0142857142857143
4323 1.18119047619048
4323 0
4323 2.7952380952381
4323 2.41333333333333
4323 3.14
4323 2.72142857142857
4323 0.00214285714285714
4323 0
4323 0.0142857142857143
4375 1.18119047619048
4375 0
4375 2.7952380952381
4375 2.41333333333333
4375 3.14
4375 2.72142857142857
4375 0.00214285714285714
4375 0
4375 0.0142857142857143
4425 1.18119047619048
4425 0
4425 2.7952380952381
4425 2.41333333333333
4425 3.14
4425 2.72142857142857
4425 0.00214285714285714
4425 0
4425 0.0142857142857143
4422 1.18119047619048
4422 0
4422 2.7952380952381
4422 2.41333333333333
4422 3.14
4422 2.72142857142857
4422 0.00214285714285714
4422 0
4422 0.0142857142857143
4420 1.18119047619048
4420 0
4420 2.7952380952381
4420 2.41333333333333
4420 3.14
4420 2.72142857142857
4420 0.00214285714285714
4420 0
4420 0.0142857142857143
4465 1.18119047619048
4465 0
4465 2.7952380952381
4465 2.41333333333333
4465 3.14
4465 2.72142857142857
