pt_graph met
9516 3
9599 3
9600 3
9660 3
9661 3
9677 3
9678 3
9730 3
9756 3
9820 3
9832 3
9834 3
9835 3
9838 3
9839 3
9840 3
9841 3
9902 3
9913 3
9920 3
9923 3
9924 3
9982 3
9995 3
10005 3
10006 3
10007 3
10008 3
10078 3
10087 3
10089 3
10090 3
10091 3
10092 3
10166 3
10167 3
10168 3
10171 3
10172 3
10173 3
10239 3
10245 3
10248 3
10250 3
10252 3
10253 3
10254 3
10255 3
10256 3
10257 3
10258 3
10330 3
10331 3
10332 3
10334 3
10335 3
10336 3
10337 3
10338 3
10339 3
10340 3
10406 3
10416 3
10417 3
10418 3
10419 3
10421 3
10422 3
10423 3
10424 3
10425 3
10426 3
10427 3
10501 3
10515 3
10516 3
10517 3
10518 3
10520 3
10521 3
10522 3
10523 3
10524 3
10599 3
10601 3
10610 3
10613 3
10614 3
10617 3
10618 3
10619 3
10620 3
10621 3
10623 3
10701 3
10710 3
10714 3
10715 3
10716 3
10717 3
10718 3
10719 3
10721 3
10804 3
10805 3
10809 3
10810 3
10811 3
10812 3
10814 3
10815 3
10816 3
10817 3
10818 3
10819 3
10820 3
10821 3
10822 3
10823 3
10824 3
10912 3
10914 3
10915 3
10916 3
10917 3
10919 3
10920 3
10921 3
10922 3
10923 3
10924 3
10925 3
11008 3
11010 3
11014 3
11017 3
11020 3
11023 3
11027 3
11028 3
11029 3
11031 3
11032 3
11033 3
11118 3
11123 3
11124 3
11129 3
11131 3
11133 3
11135 3
11139 3
11140 3
11141 3
11142 3
11143 3
11144 3
11242 3
11250 3
11253 3
11255 3
11257 3
11258 3
11259 3
11260 3
11261 3
11262 3
11263 3
11264 3
11365 3
11378 3
11379 3
11380 3
11381 3
11383 3
11384 3
11385 3
11488 3
11494 3
11496 3
11497 3
11502 3
11503 3
11505 3
11506 3
11507 3
11508 3
11509 3
11510 3
11511 3
11512 3
11523 3
11524 3
11614 3
11618 3
11621 3
11623 3
11625 3
11629 3
11630 3
