pt_graph met
12499 2
12502 2
12628 2
12643 2
12748 2
12756 2
12759 2
12760 2
12763 2
12862 2
12863 2
12881 2
12882 2
12884 2
12885 2
12985 2
12986 2
12991 2
13003 2
13007 2
13008 2
13009 2
13096 2
13098 2
13099 2
13102 2
13103 2
13115 2
13117 2
13118 2
13119 2
13120 2
13123 2
13203 2
13206 2
13211 2
13223 2
13224 2
13225 2
13226 2
13299 2
13304 2
13318 2
13319 2
13320 2
13324 2
13383 2
13387 2
13401 2
13402 2
13404 2
13406 2
13408 2
13409 2
13462 2
13464 2
13482 2
13483 2
13487 2
13488 2
13490 2
13532 2
13553 2
13554 2
13556 2
13558 2
13559 2
13601 2
13607 2
13608 2
13615 2
13617 2
13618 2
13619 2
13652 2
13658 2
13669 2
13670 2
13671 2
13674 2
13675 2
13676 2
13706 2
13728 2
13729 2
13731 2
13763 2
13779 2
13783 2
13784 2
13785 2
13811 2
13812 2
13822 2
13823 2
13834 2
13836 2
13838 2
13888 2
13889 2
13890 2
13892 2
13893 2
13938 2
13940 2
13942 2
13945 2
13948 2
13949 2
13950 2
13952 2
13997 2
14001 2
14002 2
14004 2
14005 2
14006 2
14008 2
14036 2
14045 2
14053 2
14059 2
14060 2
14061 2
14062 2
14064 2
14087 2
14098 2
14107 2
14109 2
14112 2
14114 2
14115 2
14151 2
14152 2
14155 2
14160 2
14163 2
14167 2
14168 2
14169 2
14209 2
14210 2
14211 2
14212 2
14213 2
14215 2
14241 2
14250 2
14255 2
14257 2
14258 2
14259 2
14261 2
14263 2
14264 2
14287 2
14290 2
14292 2
14293 2
14294 2
14295 2
14299 2
14300 2
14302 2
14303 2
14304 2
14306 2
14307 2
14308 2
14309 2
14311 2
14339 2
14349 2
14350 2
14351 2
14354 2
14375 2
14380 2
14383 2
14384 2
14385 2
14386 2
14387 2
14389 2
14390 2
14391 2
14392 2
14394 2
14396 2
14397 2
14422 2
14423 2
14424 2
14426 2
14427 2
14428 2
14429 2
14432 2
14433 2
14435 2
14436 2
14462 2
14463 2
14464 2
14465 2
14466 2
14469 2
14470 2
14472 2
14474 2
14499 2
14500 2
14501 2
14503 2
14505 2
14507 2
14508 2
14509 2
14531 2
14533 2
14536 2
14537 2
14540 2
14564 2
14569 2
14570 2
14571 2
14572 2
14573 2
14598 2
14599 2
14600 2
14604 2
14605 2
14606 2
14607 2
14634 2
14636 2
14640 2
14641 2
14662 2
14663 2
14664 2
14665 2
14666 2
14667 2
14668 2
14673 2
14674 2
14694 2
14695 2
14704 2
14707 2
14726 2
14731 2
14733 2
14739 2
14761 2
14762 2
14765 2
14766 2
14767 2
14768 2
14793 2
14795 2
14796 2
14798 2
14799 2
14802 2
14826 2
14827 2
14828 2
14831 2
14852 2
14857 2
14886 2
14887 2
14915 2
14963 2
14966 2
14967 2
14988 2
15014 2
15039 2
15040 2
15043 2
15064 2
15065 2
15066 2
15067 2
15068 2
15070 2
15094 2
15095 2
15096 2
15097 2
15098 2
15099 2
15100 2
15131 2
15132 2
15133 2
15134 2
15135 2
15136 2
15137 2
15167 2
15171 2
15173 2
15174 2
15175 2
15176 2
15177 2
15178 2
15214 2
15217 2
15218 2
15219 2
15220 2
15221 2
15222 2
15263 2
15264 2
15265 2
15266 2
15267 2
15268 2
15269 2
15270 2
15310 2
15311 2
15312 2
15313 2
15315 2
15316 2
15317 2
15318 2
15365 2
15366 2
15367 2
15368 2
15369 2
15370 2
15371 2
15372 2
15423 2
15426 2
15427 2
15428 2
15429 2
15430 2
15431 2
15489 2
15490 2
15491 2
15492 2
15493 2
15494 2
15554 2
15555 2
15557 2
15558 2
15615 2
15617 2
15619 2
15620 2
15621 2
15622 2
15682 2
15683 2
15684 2
15685 2
15686 2
15748 2
15750 2
15751 2
15752 2
15754 2
15818 2
15821 2
15822 2
15878 2
15880 2
15881 2
15882 2
15887 2
15944 2
15946 2
15947 2
15948 2
15949 2
15951 2
15998 2
16000 2
16003 2
16004 2
16005 2
16006 2
16007 2
16036 2
16054 2
16056 2
16057 2
16058 2
16059 2
16088 2
16100 2
16102 2
16103 2
16104 2
16105 2
16106 2
16107 2
16147 2
16149 2
16150 2
16152 2
16153 2
16154 2
16155 2
16196 2
16197 2
16198 2
16199 2
16200 2
16201 2
16202 2
16225 2
16227 2
16231 2
16241 2
16243 2
16245 2
16247 2
16248 2
16271 2
16289 2
16293 2
16294 2
16323 2
16328 2
16336 2
16337 2
16339 2
16341 2
16365 2
16380 2
16382 2
16383 2
16384 2
16408 2
16422 2
16425 2
16426 2
16449 2
16452 2
16458 2
16467 2
16468 2
16469 2
16470 2
16496 2
16497 2
16498 2
16500 2
16502 2
16506 2
16515 2
16540 2
16555 2
16558 2
16584 2
16585 2
16586 2
16591 2
16592 2
16593 2
16598 2
16630 2
16631 2
16632 2
16637 2
16638 2
16640 2
16641 2
16643 2
16645 2
16672 2
16675 2
16677 2
16682 2
16684 2
16687 2
16689 2
16719 2
16729 2
16730 2
16732 2
16733 2
16776 2
16777 2
16778 2
16779 2
16781 2
16782 2
16829 2
16866 2
16868 2
16875 2
16877 2
16878 2
16879 2
16918 2
16963 2
16965 2
16966 2
