pt_graph scale
9860 1.18119047619048
9860 0
9860 2.7952380952381
9860 2.41333333333333
9860 3.14
9860 2.72142857142857
9860 0.00214285714285714
9860 0
9860 0.0142857142857143
9859 1.18119047619048
9859 0
9859 2.7952380952381
9859 2.41333333333333
9859 3.14
9859 2.72142857142857
9859 0.00214285714285714
9859 0
9859 0.0142857142857143
9941 1.18119047619048
9941 0
9941 2.7952380952381
9941 2.41333333333333
9941 3.14
9941 2.72142857142857
9941 0.00214285714285714
9941 0
9941 0.0142857142857143
9940 1.18119047619048
9940 0
9940 2.7952380952381
9940 2.41333333333333
9940 3.14
9940 2.72142857142857
9940 0.00214285714285714
9940 0
9940 0.0142857142857143
9939 1.18119047619048
9939 0
9939 2.7952380952381
9939 2.41333333333333
9939 3.14
9939 2.72142857142857
9939 0.00214285714285714
9939 0
9939 0.0142857142857143
9938 1.18119047619048
9938 0
9938 2.7952380952381
9938 2.41333333333333
9938 3.14
9938 2.72142857142857
9938 0.00214285714285714
9938 0
9938 0.0142857142857143
10022 1.18119047619048
10022 0
10022 2.7952380952381
10022 2.41333333333333
10022 3.14
10022 2.72142857142857
10022 0.00214285714285714
10022 0
10022 0.0142857142857143
10359 1.18119047619048
10359 0
10359 2.7952380952381
10359 2.41333333333333
10359 3.14
10359 2.72142857142857
10359 0.00214285714285714
10359 0
10359 0.0142857142857143
10357 1.18119047619048
10357 0
10357 2.7952380952381
10357 2.41333333333333
10357 3.14
10357 2.72142857142857
10357 0.00214285714285714
10357 0
10357 0.0142857142857143
10557 1.18119047619048
10557 0
10557 2.7952380952381
10557 2.41333333333333
10557 3.14
10557 2.72142857142857
10557 0.00214285714285714
10557 0
10557 0.0142857142857143
10551 1.18119047619048
10551 0
10551 2.7952380952381
10551 2.41333333333333
10551 3.14
10551 2.72142857142857
10551 0.00214285714285714
10551 0
10551 0.0142857142857143
10550 1.18119047619048
10550 0
10550 2.7952380952381
10550 2.41333333333333
10550 3.14
10550 2.72142857142857
10550 0.00214285714285714
10550 0
10550 0.0142857142857143
10549 1.18119047619048
10549 0
10549 2.7952380952381
10549 2.41333333333333
10549 3.14
10549 2.72142857142857
10549 0.00214285714285714
10549 0
10549 0.0142857142857143
10547 1.18119047619048
10547 0
10547 2.7952380952381
10547 2.41333333333333
10547 3.14
10547 2.72142857142857
10547 0.00214285714285714
10547 0
10547 0.0142857142857143
10546 1.18119047619048
10546 0
10546 2.7952380952381
10546 2.41333333333333
10546 3.14
10546 2.72142857142857
10546 0.00214285714285714
10546 0
10546 0.0142857142857143
10658 1.18119047619048
10658 0
10658 2.7952380952381
10658 2.41333333333333
10658 3.14
10658 2.72142857142857
10658 0.00214285714285714
10658 0
10658 0.0142857142857143
10657 1.18119047619048
10657 0
10657 2.7952380952381
10657 2.41333333333333
10657 3.14
10657 2.72142857142857
10657 0.00214285714285714
10657 0
10657 0.0142857142857143
10765 1.18119047619048
10765 0
10765 2.7952380952381
10765 2.41333333333333
10765 3.14
10765 2.72142857142857
10765 0.00214285714285714
10765 0
10765 0.0142857142857143
10753 1.18119047619048
10753 0
10753 2.7952380952381
10753 2.41333333333333
10753 3.14
10753 2.72142857142857
10753 0.00214285714285714
10753 0
10753 0.0142857142857143
10752 1.18119047619048
10752 0
10752 2.7952380952381
10752 2.41333333333333
10752 3.14
10752 2.72142857142857
10752 0.00214285714285714
10752 0
10752 0.0142857142857143
10862 1.18119047619048
10862 0
10862 2.7952380952381
10862 2.41333333333333
10862 3.14
10862 2.72142857142857
10862 0.00214285714285714
10862 0
10862 0.0142857142857143
10853 1.18119047619048
10853 0
10853 2.7952380952381
10853 2.41333333333333
10853 3.14
10853 2.72142857142857
10853 0.00214285714285714
10853 0
10853 0.0142857142857143
10968 1.18119047619048
10968 0
10968 2.7952380952381
10968 2.41333333333333
10968 3.14
10968 2.72142857142857
10968 0.00214285714285714
10968 0
10968 0.0142857142857143
10962 1.18119047619048
10962 0
10962 2.7952380952381
10962 2.41333333333333
10962 3.14
10962 2.72142857142857
10962 0.00214285714285714
10962 0
10962 0.0142857142857143
11325 1.18119047619048
11325 0
11325 2.7952380952381
11325 2.41333333333333
11325 3.14
11325 2.72142857142857
11325 0.00214285714285714
11325 0
11325 0.0142857142857143
11316 1.18119047619048
11316 0
11316 2.7952380952381
11316 2.41333333333333
11316 3.14
11316 2.72142857142857
11316 0.00214285714285714
11316 0
11316 0.0142857142857143
11455 1.18119047619048
