pt_graph met
14197 0
14245 0
14290 0
14297 0
14304 0
14338 0
14382 0
14387 0
14389 0
14464 0
14472 0
14499 0
14504 0
14526 0
14531 0
14592 0
14600 0
14602 0
14606 0
14627 0
14638 0
14660 0
14662 0
14695 0
14701 0
14703 0
14705 0
14707 0
14734 0
14756 0
14767 0
14886 0
14937 0
14989 0
15043 0
15059 0
15063 0
15070 0
15131 0
15137 0
15177 0
15221 0
15262 0
15270 0
15311 0
15317 0
15318 0
15369 0
15370 0
15371 0
15372 0
15428 0
15430 0
15431 0
15487 0
15493 0
15494 0
15556 0
15558 0
15620 0
15622 0
15686 0
15816 0
15880 0
15886 0
15943 0
15949 0
15950 0
16007 0
16059 0
16104 0
16105 0
16107 0
16148 0
16152 0
16153 0
16154 0
16155 0
16196 0
16198 0
16199 0
16200 0
16241 0
16244 0
16248 0
16384 0
