pt_graph met
209 3
210 3
211 3
239 3
282 3
284 3
285 3
1282 3
1347 3
1565 3
1566 3
1567 3
1633 3
1634 3
1635 3
1636 3
1711 3
1712 3
1790 3
1875 3
1877 3
1878 3
2205 3
2286 3
2288 3
2367 3
2450 3
2451 3
2536 3
2579 3
2580 3
2624 3
2661 3
2662 3
2663 3
2708 3
2709 3
2748 3
2749 3
2794 3
2879 3
2948 3
2949 3
3001 3
3002 3
3003 3
3034 3
3035 3
3086 3
3087 3
3119 3
3171 3
3283 3
3364 3
3365 3
3444 3
3445 3
3490 3
3526 3
3527 3
3528 3
3569 3
3570 3
3604 3
3605 3
3607 3
3649 3
3683 3
3684 3
3687 3
3723 3
3724 3
3725 3
3731 3
3733 3
3734 3
3760 3
3762 3
3808 3
3811 3
3834 3
3835 3
3838 3
3839 3
3874 3
3882 3
3885 3
3908 3
3909 3
3911 3
3912 3
3953 3
3954 3
3976 3
3977 3
4024 3
4046 3
4090 3
4109 3
4110 3
4111 3
4112 3
4172 3
4173 3
4174 3
4175 3
4215 3
4217 3
4234 3
4235 3
4273 3
4274 3
4275 3
4276 3
4329 3
4381 3
4383 3
4385 3
4468 3
4469 3
4470 3
4511 3
4545 3
4556 3
4587 3
4588 3
4598 3
4600 3
4639 3
4643 3
4683 3
4685 3
4686 3
4721 3
4725 3
4760 3
4764 3
4800 3
4804 3
4828 3
4869 3
4881 3
4882 3
4883 3
4884 3
4913 3
4914 3
4923 3
4929 3
4930 3
4965 3
4975 3
4977 3
4978 3
4979 3
4980 3
5022 3
5023 3
5032 3
5034 3
5036 3
5080 3
5081 3
5092 3
6204 3
6263 3
6384 3
