pt_graph met
14098 0
14105 0
14107 0
14143 0
14150 0
14151 0
14152 0
14158 0
14160 0
14201 0
14209 0
14211 0
14212 0
14241 0
14255 0
14256 0
14257 0
14258 0
14259 0
14289 0
14291 0
14298 0
14300 0
14302 0
14303 0
14304 0
14305 0
14306 0
14331 0
14344 0
14345 0
14349 0
14350 0
14351 0
14353 0
14375 0
14380 0
14384 0
14386 0
14390 0
14391 0
14392 0
14394 0
14396 0
14419 0
14422 0
14423 0
14426 0
14432 0
14433 0
14435 0
14437 0
14438 0
14464 0
14465 0
14470 0
14472 0
14473 0
14475 0
14499 0
14500 0
14501 0
14502 0
14504 0
14507 0
14508 0
14509 0
14531 0
14533 0
14535 0
14536 0
14538 0
14540 0
14561 0
14565 0
14569 0
14570 0
14571 0
14572 0
14573 0
14598 0
14600 0
14602 0
14603 0
14604 0
14605 0
14606 0
14607 0
14627 0
14632 0
14634 0
14640 0
14641 0
14662 0
14663 0
14664 0
14665 0
14666 0
14667 0
14668 0
14672 0
14673 0
14674 0
14698 0
14699 0
14701 0
14702 0
14706 0
14707 0
14728 0
14731 0
14732 0
14738 0
14760 0
14761 0
14762 0
14763 0
14767 0
14768 0
14770 0
14793 0
14795 0
14796 0
14799 0
14802 0
14825 0
14826 0
14827 0
14828 0
14830 0
14831 0
14857 0
14886 0
14887 0
14907 0
14911 0
14913 0
14915 0
14989 0
14990 0
15037 0
15039 0
15040 0
15043 0
15064 0
15065 0
15066 0
15067 0
15068 0
15070 0
15094 0
15095 0
15096 0
15098 0
15099 0
15100 0
15126 0
15127 0
15128 0
15130 0
15131 0
15132 0
15133 0
15134 0
15135 0
15136 0
15137 0
15170 0
15173 0
15174 0
15175 0
15176 0
15177 0
15178 0
15215 0
15216 0
15217 0
15218 0
15219 0
15220 0
15221 0
15222 0
15262 0
15263 0
15264 0
15265 0
15266 0
15267 0
15268 0
15269 0
15270 0
15310 0
15311 0
15313 0
15315 0
15316 0
15317 0
15318 0
15366 0
15367 0
15369 0
15370 0
15371 0
15372 0
15423 0
15425 0
15426 0
15427 0
15428 0
15429 0
15430 0
15431 0
15489 0
15490 0
15491 0
15492 0
15493 0
15494 0
15513 0
15552 0
15556 0
15557 0
15558 0
15616 0
15619 0
15620 0
15621 0
15622 0
15681 0
15683 0
15684 0
15685 0
15686 0
15748 0
15750 0
15751 0
15752 0
15753 0
15754 0
15817 0
15818 0
15819 0
15820 0
15821 0
15822 0
15881 0
15882 0
15884 0
15885 0
15886 0
15887 0
15945 0
15946 0
15947 0
15948 0
15949 0
15950 0
15951 0
15997 0
16000 0
16001 0
16002 0
16003 0
16004 0
16005 0
16006 0
16007 0
16052 0
16054 0
16055 0
16056 0
16057 0
16058 0
16059 0
16100 0
16102 0
16103 0
16104 0
16105 0
16106 0
16107 0
16148 0
16149 0
16150 0
16151 0
16152 0
16153 0
16154 0
16155 0
16198 0
16199 0
16200 0
16201 0
16202 0
16243 0
16244 0
16245 0
16246 0
16247 0
16248 0
16294 0
16337 0
16339 0
16340 0
16341 0
16384 0
