VE_REF beta.VE_REF
GRK_AGIA1_0_1 0.131028262406404
GRK_AGIA1_0_1 -4.60517018598809
GRK_AGIA1_0_1 1.0952733874026
GRK_AGIA1_0_1 0.85015092936961
GRK_AGIA1_0_1 1.04027671165515
GRK_AGIA1_0_1 0.974559639998131
GRK_AGIA1_0_1 -4.60517018598809
GRK_AGIA1_0_1 -4.60517018598809
GRK_AGIA1_0_1 -4.60517018598809
GRK_AGIA1_0_2 0.131028262406404
GRK_AGIA1_0_2 -4.60517018598809
GRK_AGIA1_0_2 1.0952733874026
GRK_AGIA1_0_2 0.85015092936961
GRK_AGIA1_0_2 1.04027671165515
GRK_AGIA1_0_2 0.974559639998131
GRK_AGIA1_0_2 -4.60517018598809
GRK_AGIA1_0_2 -4.60517018598809
GRK_AGIA1_0_2 -4.60517018598809
GRK_AGIA1_0_3 0.131028262406404
GRK_AGIA1_0_3 -4.60517018598809
GRK_AGIA1_0_3 1.0952733874026
GRK_AGIA1_0_3 0.85015092936961
GRK_AGIA1_0_3 1.04027671165515
GRK_AGIA1_0_3 0.974559639998131
GRK_AGIA1_0_3 -4.60517018598809
GRK_AGIA1_0_3 -4.60517018598809
GRK_AGIA1_0_3 -4.60517018598809
GRK_AGIA1_0_4 0.131028262406404
GRK_AGIA1_0_4 -4.60517018598809
GRK_AGIA1_0_4 1.0952733874026
GRK_AGIA1_0_4 0.85015092936961
GRK_AGIA1_0_4 1.04027671165515
GRK_AGIA1_0_4 0.974559639998131
GRK_AGIA1_0_4 -4.60517018598809
GRK_AGIA1_0_4 -4.60517018598809
GRK_AGIA1_0_4 -4.60517018598809
GRK_AGIA39_1_1 0.139761942375159
GRK_AGIA39_1_1 -4.60517018598809
GRK_AGIA39_1_1 0.963174317773005
GRK_AGIA39_1_1 0.867100487683383
GRK_AGIA39_1_1 1.06125650212434
GRK_AGIA39_1_1 0.943905898907128
GRK_AGIA39_1_1 -4.60517018598809
GRK_AGIA39_1_1 -4.60517018598809
GRK_AGIA39_1_1 -4.60517018598809
GRK_AGIA39_1_2 0.139761942375159
GRK_AGIA39_1_2 -4.60517018598809
GRK_AGIA39_1_2 0.963174317773005
GRK_AGIA39_1_2 0.867100487683383
GRK_AGIA39_1_2 1.06125650212434
GRK_AGIA39_1_2 0.943905898907128
GRK_AGIA39_1_2 -4.60517018598809
GRK_AGIA39_1_2 -4.60517018598809
GRK_AGIA39_1_2 -4.60517018598809
GRK_AGIA39_1_3 0.139761942375159
GRK_AGIA39_1_3 -4.60517018598809
GRK_AGIA39_1_3 0.963174317773005
GRK_AGIA39_1_3 0.867100487683383
GRK_AGIA39_1_3 1.06125650212434
GRK_AGIA39_1_3 0.943905898907128
GRK_AGIA39_1_3 -4.60517018598809
GRK_AGIA39_1_3 -4.60517018598809
GRK_AGIA39_1_3 -4.60517018598809
GRK_AGIA39_1_4 0.139761942375159
GRK_AGIA39_1_4 -4.60517018598809
GRK_AGIA39_1_4 0.963174317773005
GRK_AGIA39_1_4 0.867100487683383
GRK_AGIA39_1_4 1.06125650212434
GRK_AGIA39_1_4 0.943905898907128
GRK_AGIA39_1_4 -4.60517018598809
GRK_AGIA39_1_4 -4.60517018598809
GRK_AGIA39_1_4 -4.60517018598809
GRK_AGIA39_1_5 0.139761942375159
GRK_AGIA39_1_5 -4.60517018598809
GRK_AGIA39_1_5 0.963174317773005
GRK_AGIA39_1_5 0.867100487683383
GRK_AGIA39_1_5 1.06125650212434
GRK_AGIA39_1_5 0.943905898907128
GRK_AGIA39_1_5 -4.60517018598809
GRK_AGIA39_1_5 -4.60517018598809
GRK_AGIA39_1_5 -4.60517018598809
GRK_AGIA39_1_6 0.139761942375159
GRK_AGIA39_1_6 -4.60517018598809
GRK_AGIA39_1_6 0.963174317773005
GRK_AGIA39_1_6 0.867100487683383
GRK_AGIA39_1_6 1.06125650212434
GRK_AGIA39_1_6 0.943905898907128
GRK_AGIA39_1_6 -4.60517018598809
GRK_AGIA39_1_6 -4.60517018598809
GRK_AGIA39_1_6 -4.60517018598809
GRK_AGIA39_1_7 0.139761942375159
GRK_AGIA39_1_7 -4.60517018598809
GRK_AGIA39_1_7 0.963174317773005
GRK_AGIA39_1_7 0.867100487683383
GRK_AGIA39_1_7 1.06125650212434
GRK_AGIA39_1_7 0.943905898907128
GRK_AGIA39_1_7 -4.60517018598809
GRK_AGIA39_1_7 -4.60517018598809
GRK_AGIA39_1_7 -4.60517018598809
GRK_AGIA81_2_1 0.157003748809665
GRK_AGIA81_2_1 -4.60517018598809
GRK_AGIA81_2_1 1.33236601909433
GRK_AGIA81_2_1 0.783901543828409
GRK_AGIA81_2_1 0.698134722070984
GRK_AGIA81_2_1 1.08856195281461
GRK_AGIA81_2_1 -4.60517018598809
GRK_AGIA81_2_1 -4.60517018598809
GRK_AGIA81_2_1 -4.60517018598809
GRK_AGIA81_2_2 0.157003748809665
GRK_AGIA81_2_2 -4.60517018598809
GRK_AGIA81_2_2 1.33236601909433
GRK_AGIA81_2_2 0.783901543828409
GRK_AGIA81_2_2 0.698134722070984
GRK_AGIA81_2_2 1.08856195281461
GRK_AGIA81_2_2 -4.60517018598809
GRK_AGIA81_2_2 -4.60517018598809
GRK_AGIA81_2_2 -4.60517018598809
GRK_AGIA81_2_3 0.157003748809665
GRK_AGIA81_2_3 -4.60517018598809
GRK_AGIA81_2_3 1.33236601909433
GRK_AGIA81_2_3 0.783901543828409
GRK_AGIA81_2_3 0.698134722070984
GRK_AGIA81_2_3 1.08856195281461
GRK_AGIA81_2_3 -4.60517018598809
GRK_AGIA81_2_3 -4.60517018598809
GRK_AGIA81_2_3 -4.60517018598809
GRK_AGIA81_2_4 0.157003748809665
GRK_AGIA81_2_4 -4.60517018598809
GRK_AGIA81_2_4 1.33236601909433
GRK_AGIA81_2_4 0.783901543828409
GRK_AGIA81_2_4 0.698134722070984
GRK_AGIA81_2_4 1.08856195281461
GRK_AGIA81_2_4 -4.60517018598809
GRK_AGIA81_2_4 -4.60517018598809
GRK_AGIA81_2_4 -4.60517018598809
GRK_AGIA81_2_5 0.157003748809665
GRK_AGIA81_2_5 -4.60517018598809
GRK_AGIA81_2_5 1.33236601909433
GRK_AGIA81_2_5 0.783901543828409
GRK_AGIA81_2_5 0.698134722070984
GRK_AGIA81_2_5 1.08856195281461
GRK_AGIA81_2_5 -4.60517018598809
GRK_AGIA81_2_5 -4.60517018598809
GRK_AGIA81_2_5 -4.60517018598809
GRK_AGIO123_3_1 0.0953101798043249
