pt_graph met
12999 4
13000 4
13115 4
13116 4
13220 4
13223 4
13316 4
13401 4
13402 4
13405 4
13481 4
13482 4
13483 4
13485 4
13486 4
13487 4
13551 4
13552 4
13553 4
13554 4
13556 4
13557 4
13611 4
13613 4
13616 4
13618 4
13667 4
13668 4
13669 4
13671 4
13673 4
13674 4
13714 4
13722 4
13727 4
13768 4
13778 4
13783 4
13832 4
13833 4
13866 4
13889 4
13891 4
13922 4
13945 4
13946 4
13949 4
13952 4
13979 4
13999 4
14000 4
14002 4
14003 4
14056 4
14058 4
14059 4
14064 4
14107 4
14112 4
14113 4
14165 4
14166 4
14211 4
14213 4
14214 4
14239 4
14254 4
14256 4
14259 4
14260 4
14261 4
14263 4
14300 4
14301 4
14302 4
14303 4
14307 4
14308 4
14310 4
14311 4
14344 4
14345 4
14348 4
14351 4
14352 4
14353 4
14354 4
14377 4
14385 4
14386 4
14395 4
14396 4
14397 4
14418 4
14426 4
14427 4
14428 4
14435 4
14437 4
14464 4
14465 4
14466 4
14471 4
14473 4
14500 4
14505 4
14507 4
14508 4
14535 4
14536 4
14538 4
14539 4
14565 4
14566 4
14572 4
14573 4
14599 4
14600 4
14601 4
14602 4
14603 4
14607 4
14636 4
14637 4
14638 4
14639 4
14640 4
14664 4
14667 4
14668 4
14669 4
14670 4
14671 4
14672 4
14698 4
14700 4
14701 4
14702 4
14703 4
14704 4
14705 4
14706 4
14731 4
14733 4
14734 4
14735 4
14736 4
14737 4
14738 4
14762 4
14765 4
14766 4
14767 4
14769 4
14770 4
14794 4
14795 4
14797 4
14798 4
14799 4
14800 4
14826 4
14827 4
14829 4
14830 4
14832 4
14860 4
14861 4
14889 4
14890 4
14914 4
14918 4
15093 4
15094 4
15131 4
15132 4
15171 4
15173 4
15216 4
15217 4
15264 4
16229 4
16230 4
16291 4
16367 4
16368 4
16410 4
16454 4
16456 4
16498 4
16543 4
16544 4
16546 4
16547 4
16551 4
16557 4
16586 4
16587 4
16588 4
16590 4
16591 4
16592 4
16593 4
16594 4
16597 4
16630 4
16632 4
16633 4
16635 4
16636 4
16637 4
16638 4
16639 4
16642 4
16676 4
16678 4
16679 4
16680 4
16681 4
16682 4
16683 4
16684 4
16686 4
16687 4
16722 4
16723 4
16724 4
16725 4
16726 4
16727 4
16728 4
16731 4
16772 4
16773 4
16774 4
16775 4
16778 4
16820 4
16823 4
16871 4
16872 4
16873 4
16877 4
16923 4
