vids pt_graph
GRK_AGIA1_0_2 4873
GRK_AGIA1_0_2 4874
GRK_AGIA1_0_2 4922
GRK_AGIA1_0_2 4921
GRK_AGIA1_0_2 4919
GRK_AGIA1_0_2 4974
GRK_AGIA1_0_2 4973
GRK_AGIA1_0_2 4972
GRK_AGIA1_0_2 4971
GRK_AGIA1_0_2 4969
GRK_AGIA1_0_2 4970
GRK_AGIA1_0_2 5030
GRK_AGIA1_0_2 5029
GRK_AGIA1_0_2 5028
GRK_AGIA1_0_2 5027
GRK_AGIA1_0_2 5085
GRK_AGIA1_0_2 5086
GRK_AGIA1_0_2 5145
GRK_AGIA1_0_2 5200
GRK_AGIA1_0_2 5198
GRK_AGIA1_0_2 5248
GRK_AGIA1_0_2 5249
GRK_AGIA1_0_2 5247
GRK_AGIA1_0_2 5297
GRK_AGIA1_0_2 5345
GRK_AGIA1_0_2 5346
GRK_AGIA1_0_2 5395
GRK_AGIA1_0_2 5396
GRK_AGIA1_0_2 5447
GRK_AGIA1_0_2 5445
GRK_AGIA1_0_2 5446
GRK_AGIA1_0_2 5498
GRK_AGIA1_0_2 5497
GRK_AGIA1_0_2 5549
GRK_AGIA1_0_2 5547
GRK_AGIA1_0_2 5600
GRK_AGIA1_0_2 5601
GRK_AGIA1_0_2 5653
GRK_AGIA1_0_2 5705
GRK_AGIA1_0_2 5757
GRK_AGIA1_0_2 5810
GRK_AGIA1_0_2 5864
GRK_AGIA1_0_2 5916
GRK_AGIA1_0_2 5973
GRK_AGIA1_0_2 6029
GRK_AGIA1_0_2 6142
GRK_AGIA1_0_2 6204
GRK_AGIA1_0_2 6203
GRK_AGIA1_0_2 6199
GRK_AGIA1_0_2 6261
GRK_AGIA1_0_2 6322
GRK_AGIA1_0_2 6382
GRK_AGIA1_0_2 6383
GRK_AGIA1_0_2 6379
GRK_AGIA1_0_2 6444
GRK_AGIA1_0_2 6445
GRK_AGIA1_0_2 6506
GRK_AGIA1_0_2 6502
GRK_AGIA1_0_2 6568
GRK_AGIA1_0_2 6569
GRK_AGIA1_0_2 6567
GRK_AGIA1_0_2 6629
GRK_AGIA1_0_2 6625
GRK_AGIA1_0_2 6689
GRK_AGIA1_0_2 6686
GRK_AGIA1_0_2 6748
GRK_AGIA1_0_2 6749
GRK_AGIA1_0_2 6747
GRK_AGIA1_0_2 6807
GRK_AGIA1_0_2 6808
GRK_AGIA1_0_2 6806
GRK_AGIA1_0_2 6865
GRK_AGIA1_0_2 6864
GRK_AGIA1_0_2 6924
GRK_AGIA1_0_2 6923
GRK_AGIA1_0_2 6920
GRK_AGIA1_0_2 6983
GRK_AGIA1_0_2 6982
GRK_AGIA1_0_2 7043
GRK_AGIA1_0_2 7042
GRK_AGIA1_0_3 4203
GRK_AGIA1_0_3 4201
GRK_AGIA1_0_3 4266
GRK_AGIA1_0_3 4323
GRK_AGIA1_0_3 4322
GRK_AGIA1_0_3 4461
GRK_AGIA1_0_3 4547
GRK_AGIA1_0_3 4590
GRK_AGIA1_0_3 4633
GRK_AGIA1_0_3 4676
GRK_AGIA1_0_3 4716
GRK_AGIA1_0_3 4755
GRK_AGIA1_0_3 4753
GRK_AGIA1_0_3 4795
GRK_AGIA1_0_3 4794
GRK_AGIA1_0_3 4790
GRK_AGIA1_0_3 4836
GRK_AGIA1_0_3 4834
GRK_AGIA1_0_3 4835
GRK_AGIA1_0_3 4833
GRK_AGIA1_0_3 4876
GRK_AGIA1_0_3 4875
GRK_AGIA1_0_3 4873
GRK_AGIA1_0_3 4874
GRK_AGIA1_0_3 4922
GRK_AGIA1_0_3 4921
GRK_AGIA1_0_3 4919
GRK_AGIA1_0_3 4974
GRK_AGIA1_0_3 4973
GRK_AGIA1_0_3 4972
GRK_AGIA1_0_3 4971
GRK_AGIA1_0_3 4969
GRK_AGIA1_0_3 4970
GRK_AGIA1_0_3 5030
GRK_AGIA1_0_3 5029
GRK_AGIA1_0_3 5028
GRK_AGIA1_0_3 5027
GRK_AGIA1_0_3 5085
GRK_AGIA1_0_3 5086
GRK_AGIA1_0_3 5145
GRK_AGIA1_0_3 5200
GRK_AGIA1_0_3 5198
GRK_AGIA1_0_3 5248
GRK_AGIA1_0_3 5249
GRK_AGIA1_0_3 5247
GRK_AGIA1_0_3 5297
GRK_AGIA1_0_3 5345
GRK_AGIA1_0_3 5346
GRK_AGIA1_0_3 5395
GRK_AGIA1_0_3 5396
GRK_AGIA1_0_3 5447
GRK_AGIA1_0_3 5445
GRK_AGIA1_0_3 5446
GRK_AGIA1_0_3 5498
GRK_AGIA1_0_3 5497
GRK_AGIA1_0_3 5549
GRK_AGIA1_0_3 5547
GRK_AGIA1_0_3 5600
GRK_AGIA1_0_3 5601
GRK_AGIA1_0_3 5653
GRK_AGIA1_0_3 5705
GRK_AGIA1_0_3 5757
GRK_AGIA1_0_3 5810
GRK_AGIA1_0_3 5864
GRK_AGIA1_0_3 5916
GRK_AGIA1_0_3 5973
GRK_AGIA1_0_3 6029
GRK_AGIA1_0_3 6142
GRK_AGIA1_0_3 6204
GRK_AGIA1_0_3 6203
GRK_AGIA1_0_3 6199
GRK_AGIA1_0_3 6261
GRK_AGIA1_0_3 6322
GRK_AGIA1_0_3 6382
GRK_AGIA1_0_3 6383
GRK_AGIA1_0_3 6379
GRK_AGIA1_0_3 6444
GRK_AGIA1_0_3 6445
GRK_AGIA1_0_3 6506
GRK_AGIA1_0_3 6502
GRK_AGIA1_0_3 6568
GRK_AGIA1_0_3 6569
GRK_AGIA1_0_3 6567
GRK_AGIA1_0_3 6629
GRK_AGIA1_0_3 6625
GRK_AGIA1_0_3 6689
GRK_AGIA1_0_3 6686
GRK_AGIA1_0_3 6748
GRK_AGIA1_0_3 6749
GRK_AGIA1_0_3 6747
GRK_AGIA1_0_3 6807
GRK_AGIA1_0_3 6808
GRK_AGIA1_0_3 6806
GRK_AGIA1_0_3 6865
GRK_AGIA1_0_3 6864
GRK_AGIA1_0_3 6924
GRK_AGIA1_0_3 6923
GRK_AGIA1_0_3 6920
GRK_AGIA1_0_3 6983
GRK_AGIA1_0_3 6982
GRK_AGIA1_0_3 7043
GRK_AGIA1_0_3 7042
GRK_AGIA1_0_4 4203
GRK_AGIA1_0_4 4201
GRK_AGIA1_0_4 4266
GRK_AGIA1_0_4 4323
GRK_AGIA1_0_4 4322
GRK_AGIA1_0_4 4461
GRK_AGIA1_0_4 4547
GRK_AGIA1_0_4 4590
GRK_AGIA1_0_4 4633
GRK_AGIA1_0_4 4676
GRK_AGIA1_0_4 4716
GRK_AGIA1_0_4 4755
GRK_AGIA1_0_4 4753
GRK_AGIA1_0_4 4795
GRK_AGIA1_0_4 4794
GRK_AGIA1_0_4 4790
GRK_AGIA1_0_4 4836
GRK_AGIA1_0_4 4834
GRK_AGIA1_0_4 4835
GRK_AGIA1_0_4 4833
GRK_AGIA1_0_4 4876
GRK_AGIA1_0_4 4875
GRK_AGIA1_0_4 4873
GRK_AGIA1_0_4 4874
GRK_AGIA1_0_4 4922
GRK_AGIA1_0_4 4921
GRK_AGIA1_0_4 4919
GRK_AGIA1_0_4 4974
GRK_AGIA1_0_4 4973
GRK_AGIA1_0_4 4972
GRK_AGIA1_0_4 4971
GRK_AGIA1_0_4 4969
GRK_AGIA1_0_4 4970
GRK_AGIA1_0_4 5030
GRK_AGIA1_0_4 5029
GRK_AGIA1_0_4 5028
GRK_AGIA1_0_4 5027
GRK_AGIA1_0_4 5085
GRK_AGIA1_0_4 5086
GRK_AGIA1_0_4 5145
GRK_AGIA1_0_4 5200
GRK_AGIA1_0_4 5198
GRK_AGIA1_0_4 5248
GRK_AGIA1_0_4 5249
GRK_AGIA1_0_4 5247
GRK_AGIA1_0_4 5297
GRK_AGIA1_0_4 5345
GRK_AGIA1_0_4 5346
GRK_AGIA1_0_4 5395
GRK_AGIA1_0_4 5396
GRK_AGIA1_0_4 5447
GRK_AGIA1_0_4 5445
GRK_AGIA1_0_4 5446
GRK_AGIA1_0_4 5498
GRK_AGIA1_0_4 5497
GRK_AGIA1_0_4 5549
GRK_AGIA1_0_4 5547
GRK_AGIA1_0_4 5600
GRK_AGIA1_0_4 5601
GRK_AGIA1_0_4 5653
GRK_AGIA1_0_4 5705
GRK_AGIA1_0_4 5757
GRK_AGIA1_0_4 5810
GRK_AGIA1_0_4 5864
GRK_AGIA1_0_4 5916
GRK_AGIA1_0_4 5973
GRK_AGIA1_0_4 6029
GRK_AGIA1_0_4 6142
GRK_AGIA1_0_4 6204
GRK_AGIA1_0_4 6203
GRK_AGIA1_0_4 6199
GRK_AGIA1_0_4 6261
GRK_AGIA1_0_4 6322
GRK_AGIA1_0_4 6382
GRK_AGIA1_0_4 6383
GRK_AGIA1_0_4 6379
GRK_AGIA1_0_4 6444
GRK_AGIA1_0_4 6445
GRK_AGIA1_0_4 6506
GRK_AGIA1_0_4 6502
GRK_AGIA1_0_4 6568
GRK_AGIA1_0_4 6569
GRK_AGIA1_0_4 6567
GRK_AGIA1_0_4 6629
GRK_AGIA1_0_4 6625
GRK_AGIA1_0_4 6689
GRK_AGIA1_0_4 6686
GRK_AGIA1_0_4 6748
GRK_AGIA1_0_4 6749
GRK_AGIA1_0_4 6747
GRK_AGIA1_0_4 6807
GRK_AGIA1_0_4 6808
GRK_AGIA1_0_4 6806
GRK_AGIA1_0_4 6865
GRK_AGIA1_0_4 6864
GRK_AGIA1_0_4 6924
GRK_AGIA1_0_4 6923
GRK_AGIA1_0_4 6920
GRK_AGIA1_0_4 6983
GRK_AGIA1_0_4 6982
GRK_AGIA1_0_4 7043
GRK_AGIA1_0_4 7042
GRK_AGIA39_1_1 4203
GRK_AGIA39_1_1 4266
GRK_AGIA39_1_1 4264
GRK_AGIA39_1_1 4265
GRK_AGIA39_1_1 4323
GRK_AGIA39_1_1 4375
GRK_AGIA39_1_1 4546
GRK_AGIA39_1_1 4590
GRK_AGIA39_1_1 4589
GRK_AGIA39_1_1 4633
GRK_AGIA39_1_1 4676
GRK_AGIA39_1_1 4716
GRK_AGIA39_1_1 4755
GRK_AGIA39_1_1 4795
GRK_AGIA39_1_1 4794
GRK_AGIA39_1_1 4793
GRK_AGIA39_1_1 4791
GRK_AGIA39_1_1 4836
GRK_AGIA39_1_1 4835
GRK_AGIA39_1_1 4833
GRK_AGIA39_1_1 4876
GRK_AGIA39_1_1 4875
GRK_AGIA39_1_1 4874
GRK_AGIA39_1_1 4922
GRK_AGIA39_1_1 4921
GRK_AGIA39_1_1 4916
GRK_AGIA39_1_1 4974
GRK_AGIA39_1_1 4973
GRK_AGIA39_1_1 4972
GRK_AGIA39_1_1 4971
GRK_AGIA39_1_1 4970
GRK_AGIA39_1_1 5030
GRK_AGIA39_1_1 5029
GRK_AGIA39_1_1 5028
GRK_AGIA39_1_1 5027
GRK_AGIA39_1_1 5023
GRK_AGIA39_1_1 5086
GRK_AGIA39_1_1 5145
GRK_AGIA39_1_1 5248
GRK_AGIA39_1_1 5249
GRK_AGIA39_1_1 5297
GRK_AGIA39_1_1 5345
GRK_AGIA39_1_1 5346
GRK_AGIA39_1_1 5396
GRK_AGIA39_1_1 5498
GRK_AGIA39_1_1 5496
GRK_AGIA39_1_1 5601
GRK_AGIA39_1_1 5651
GRK_AGIA39_1_1 5705
GRK_AGIA39_1_1 5809
GRK_AGIA39_1_1 5864
GRK_AGIA39_1_1 5972
GRK_AGIA39_1_1 6202
GRK_AGIA39_1_1 6322
GRK_AGIA39_1_1 6507
GRK_AGIA39_1_1 6569
GRK_AGIA39_1_1 6749
GRK_AGIA39_1_1 6745
GRK_AGIA39_1_1 6923
GRK_AGIA39_1_1 6983
GRK_AGIA39_1_1 6982
GRK_AGIA39_1_1 7043
GRK_AGIA39_1_1 7042
GRK_AGIA39_1_2 4203
GRK_AGIA39_1_2 4266
GRK_AGIA39_1_2 4264
GRK_AGIA39_1_2 4265
GRK_AGIA39_1_2 4323
GRK_AGIA39_1_2 4375
GRK_AGIA39_1_2 4546
GRK_AGIA39_1_2 4590
GRK_AGIA39_1_2 4589
GRK_AGIA39_1_2 4633
GRK_AGIA39_1_2 4676
GRK_AGIA39_1_2 4716
GRK_AGIA39_1_2 4755
GRK_AGIA39_1_2 4795
GRK_AGIA39_1_2 4794
GRK_AGIA39_1_2 4793
GRK_AGIA39_1_2 4791
GRK_AGIA39_1_2 4836
GRK_AGIA39_1_2 4835
GRK_AGIA39_1_2 4833
GRK_AGIA39_1_2 4876
GRK_AGIA39_1_2 4875
GRK_AGIA39_1_2 4874
GRK_AGIA39_1_2 4922
GRK_AGIA39_1_2 4921
GRK_AGIA39_1_2 4916
GRK_AGIA39_1_2 4974
GRK_AGIA39_1_2 4973
GRK_AGIA39_1_2 4972
GRK_AGIA39_1_2 4971
GRK_AGIA39_1_2 4970
GRK_AGIA39_1_2 5030
GRK_AGIA39_1_2 5029
GRK_AGIA39_1_2 5028
GRK_AGIA39_1_2 5027
GRK_AGIA39_1_2 5023
GRK_AGIA39_1_2 5086
GRK_AGIA39_1_2 5145
GRK_AGIA39_1_2 5248
GRK_AGIA39_1_2 5249
GRK_AGIA39_1_2 5297
GRK_AGIA39_1_2 5345
GRK_AGIA39_1_2 5346
GRK_AGIA39_1_2 5396
GRK_AGIA39_1_2 5498
GRK_AGIA39_1_2 5496
GRK_AGIA39_1_2 5601
GRK_AGIA39_1_2 5651
GRK_AGIA39_1_2 5705
GRK_AGIA39_1_2 5809
GRK_AGIA39_1_2 5864
GRK_AGIA39_1_2 5972
GRK_AGIA39_1_2 6202
GRK_AGIA39_1_2 6322
GRK_AGIA39_1_2 6507
GRK_AGIA39_1_2 6569
GRK_AGIA39_1_2 6749
GRK_AGIA39_1_2 6745
GRK_AGIA39_1_2 6923
GRK_AGIA39_1_2 6983
GRK_AGIA39_1_2 6982
GRK_AGIA39_1_2 7043
GRK_AGIA39_1_2 7042
GRK_AGIA39_1_3 4203
GRK_AGIA39_1_3 4266
GRK_AGIA39_1_3 4264
GRK_AGIA39_1_3 4265
GRK_AGIA39_1_3 4323
GRK_AGIA39_1_3 4375
GRK_AGIA39_1_3 4546
GRK_AGIA39_1_3 4590
GRK_AGIA39_1_3 4589
GRK_AGIA39_1_3 4633
GRK_AGIA39_1_3 4676
GRK_AGIA39_1_3 4716
GRK_AGIA39_1_3 4755
GRK_AGIA39_1_3 4795
GRK_AGIA39_1_3 4794
GRK_AGIA39_1_3 4793
GRK_AGIA39_1_3 4791
GRK_AGIA39_1_3 4836
GRK_AGIA39_1_3 4835
GRK_AGIA39_1_3 4833
GRK_AGIA39_1_3 4876
GRK_AGIA39_1_3 4875
GRK_AGIA39_1_3 4874
GRK_AGIA39_1_3 4922
GRK_AGIA39_1_3 4921
GRK_AGIA39_1_3 4916
GRK_AGIA39_1_3 4974
GRK_AGIA39_1_3 4973
GRK_AGIA39_1_3 4972
GRK_AGIA39_1_3 4971
GRK_AGIA39_1_3 4970
GRK_AGIA39_1_3 5030
GRK_AGIA39_1_3 5029
GRK_AGIA39_1_3 5028
GRK_AGIA39_1_3 5027
GRK_AGIA39_1_3 5023
GRK_AGIA39_1_3 5086
GRK_AGIA39_1_3 5145
GRK_AGIA39_1_3 5248
GRK_AGIA39_1_3 5249
GRK_AGIA39_1_3 5297
GRK_AGIA39_1_3 5345
GRK_AGIA39_1_3 5346
GRK_AGIA39_1_3 5396
GRK_AGIA39_1_3 5498
GRK_AGIA39_1_3 5496
GRK_AGIA39_1_3 5601
GRK_AGIA39_1_3 5651
GRK_AGIA39_1_3 5705
GRK_AGIA39_1_3 5809
GRK_AGIA39_1_3 5864
GRK_AGIA39_1_3 5972
GRK_AGIA39_1_3 6202
GRK_AGIA39_1_3 6322
GRK_AGIA39_1_3 6507
GRK_AGIA39_1_3 6569
GRK_AGIA39_1_3 6749
GRK_AGIA39_1_3 6745
GRK_AGIA39_1_3 6923
GRK_AGIA39_1_3 6983
GRK_AGIA39_1_3 6982
GRK_AGIA39_1_3 7043
GRK_AGIA39_1_3 7042
GRK_AGIA39_1_4 4203
GRK_AGIA39_1_4 4266
GRK_AGIA39_1_4 4264
GRK_AGIA39_1_4 4265
GRK_AGIA39_1_4 4323
GRK_AGIA39_1_4 4375
GRK_AGIA39_1_4 4546
GRK_AGIA39_1_4 4590
GRK_AGIA39_1_4 4589
GRK_AGIA39_1_4 4633
GRK_AGIA39_1_4 4676
GRK_AGIA39_1_4 4716
GRK_AGIA39_1_4 4755
GRK_AGIA39_1_4 4795
GRK_AGIA39_1_4 4794
GRK_AGIA39_1_4 4793
GRK_AGIA39_1_4 4791
GRK_AGIA39_1_4 4836
GRK_AGIA39_1_4 4835
GRK_AGIA39_1_4 4833
GRK_AGIA39_1_4 4876
GRK_AGIA39_1_4 4875
GRK_AGIA39_1_4 4874
GRK_AGIA39_1_4 4922
GRK_AGIA39_1_4 4921
GRK_AGIA39_1_4 4916
GRK_AGIA39_1_4 4974
GRK_AGIA39_1_4 4973
GRK_AGIA39_1_4 4972
GRK_AGIA39_1_4 4971
GRK_AGIA39_1_4 4970
GRK_AGIA39_1_4 5030
GRK_AGIA39_1_4 5029
GRK_AGIA39_1_4 5028
GRK_AGIA39_1_4 5027
GRK_AGIA39_1_4 5023
GRK_AGIA39_1_4 5086
GRK_AGIA39_1_4 5145
GRK_AGIA39_1_4 5248
GRK_AGIA39_1_4 5249
GRK_AGIA39_1_4 5297
GRK_AGIA39_1_4 5345
GRK_AGIA39_1_4 5346
GRK_AGIA39_1_4 5396
GRK_AGIA39_1_4 5498
GRK_AGIA39_1_4 5496
GRK_AGIA39_1_4 5601
GRK_AGIA39_1_4 5651
GRK_AGIA39_1_4 5705
GRK_AGIA39_1_4 5809
GRK_AGIA39_1_4 5864
GRK_AGIA39_1_4 5972
GRK_AGIA39_1_4 6202
GRK_AGIA39_1_4 6322
GRK_AGIA39_1_4 6507
GRK_AGIA39_1_4 6569
GRK_AGIA39_1_4 6749
GRK_AGIA39_1_4 6745
GRK_AGIA39_1_4 6923
GRK_AGIA39_1_4 6983
GRK_AGIA39_1_4 6982
GRK_AGIA39_1_4 7043
GRK_AGIA39_1_4 7042
GRK_AGIA39_1_5 4203
GRK_AGIA39_1_5 4266
GRK_AGIA39_1_5 4264
GRK_AGIA39_1_5 4265
GRK_AGIA39_1_5 4323
GRK_AGIA39_1_5 4375
GRK_AGIA39_1_5 4546
GRK_AGIA39_1_5 4590
GRK_AGIA39_1_5 4589
GRK_AGIA39_1_5 4633
GRK_AGIA39_1_5 4676
GRK_AGIA39_1_5 4716
GRK_AGIA39_1_5 4755
GRK_AGIA39_1_5 4795
GRK_AGIA39_1_5 4794
GRK_AGIA39_1_5 4793
GRK_AGIA39_1_5 4791
GRK_AGIA39_1_5 4836
GRK_AGIA39_1_5 4835
GRK_AGIA39_1_5 4833
GRK_AGIA39_1_5 4876
GRK_AGIA39_1_5 4875
GRK_AGIA39_1_5 4874
GRK_AGIA39_1_5 4922
GRK_AGIA39_1_5 4921
GRK_AGIA39_1_5 4916
GRK_AGIA39_1_5 4974
GRK_AGIA39_1_5 4973
GRK_AGIA39_1_5 4972
GRK_AGIA39_1_5 4971
GRK_AGIA39_1_5 4970
GRK_AGIA39_1_5 5030
GRK_AGIA39_1_5 5029
GRK_AGIA39_1_5 5028
GRK_AGIA39_1_5 5027
GRK_AGIA39_1_5 5023
GRK_AGIA39_1_5 5086
GRK_AGIA39_1_5 5145
GRK_AGIA39_1_5 5248
GRK_AGIA39_1_5 5249
GRK_AGIA39_1_5 5297
GRK_AGIA39_1_5 5345
GRK_AGIA39_1_5 5346
GRK_AGIA39_1_5 5396
GRK_AGIA39_1_5 5498
GRK_AGIA39_1_5 5496
GRK_AGIA39_1_5 5601
GRK_AGIA39_1_5 5651
GRK_AGIA39_1_5 5705
GRK_AGIA39_1_5 5809
GRK_AGIA39_1_5 5864
GRK_AGIA39_1_5 5972
GRK_AGIA39_1_5 6202
GRK_AGIA39_1_5 6322
GRK_AGIA39_1_5 6507
GRK_AGIA39_1_5 6569
GRK_AGIA39_1_5 6749
GRK_AGIA39_1_5 6745
GRK_AGIA39_1_5 6923
GRK_AGIA39_1_5 6983
GRK_AGIA39_1_5 6982
GRK_AGIA39_1_5 7043
GRK_AGIA39_1_5 7042
GRK_AGIA39_1_6 4203
GRK_AGIA39_1_6 4266
GRK_AGIA39_1_6 4264
GRK_AGIA39_1_6 4265
GRK_AGIA39_1_6 4323
GRK_AGIA39_1_6 4375
GRK_AGIA39_1_6 4546
GRK_AGIA39_1_6 4590
GRK_AGIA39_1_6 4589
GRK_AGIA39_1_6 4633
GRK_AGIA39_1_6 4676
GRK_AGIA39_1_6 4716
GRK_AGIA39_1_6 4755
GRK_AGIA39_1_6 4795
GRK_AGIA39_1_6 4794
GRK_AGIA39_1_6 4793
GRK_AGIA39_1_6 4791
GRK_AGIA39_1_6 4836
GRK_AGIA39_1_6 4835
GRK_AGIA39_1_6 4833
GRK_AGIA39_1_6 4876
GRK_AGIA39_1_6 4875
GRK_AGIA39_1_6 4874
GRK_AGIA39_1_6 4922
GRK_AGIA39_1_6 4921
GRK_AGIA39_1_6 4916
GRK_AGIA39_1_6 4974
GRK_AGIA39_1_6 4973
GRK_AGIA39_1_6 4972
GRK_AGIA39_1_6 4971
GRK_AGIA39_1_6 4970
GRK_AGIA39_1_6 5030
GRK_AGIA39_1_6 5029
GRK_AGIA39_1_6 5028
GRK_AGIA39_1_6 5027
GRK_AGIA39_1_6 5023
GRK_AGIA39_1_6 5086
GRK_AGIA39_1_6 5145
GRK_AGIA39_1_6 5248
GRK_AGIA39_1_6 5249
GRK_AGIA39_1_6 5297
GRK_AGIA39_1_6 5345
GRK_AGIA39_1_6 5346
GRK_AGIA39_1_6 5396
GRK_AGIA39_1_6 5498
GRK_AGIA39_1_6 5496
GRK_AGIA39_1_6 5601
GRK_AGIA39_1_6 5651
GRK_AGIA39_1_6 5705
GRK_AGIA39_1_6 5809
GRK_AGIA39_1_6 5864
GRK_AGIA39_1_6 5972
GRK_AGIA39_1_6 6202
GRK_AGIA39_1_6 6322
GRK_AGIA39_1_6 6507
GRK_AGIA39_1_6 6569
GRK_AGIA39_1_6 6749
GRK_AGIA39_1_6 6745
GRK_AGIA39_1_6 6923
GRK_AGIA39_1_6 6983
GRK_AGIA39_1_6 6982
GRK_AGIA39_1_6 7043
GRK_AGIA39_1_6 7042
GRK_AGIA39_1_7 4203
GRK_AGIA39_1_7 4266
GRK_AGIA39_1_7 4264
GRK_AGIA39_1_7 4265
GRK_AGIA39_1_7 4323
GRK_AGIA39_1_7 4375
GRK_AGIA39_1_7 4546
GRK_AGIA39_1_7 4590
GRK_AGIA39_1_7 4589
GRK_AGIA39_1_7 4633
GRK_AGIA39_1_7 4676
GRK_AGIA39_1_7 4716
GRK_AGIA39_1_7 4755
GRK_AGIA39_1_7 4795
GRK_AGIA39_1_7 4794
GRK_AGIA39_1_7 4793
GRK_AGIA39_1_7 4791
GRK_AGIA39_1_7 4836
GRK_AGIA39_1_7 4835
GRK_AGIA39_1_7 4833
GRK_AGIA39_1_7 4876
GRK_AGIA39_1_7 4875
GRK_AGIA39_1_7 4874
GRK_AGIA39_1_7 4922
GRK_AGIA39_1_7 4921
GRK_AGIA39_1_7 4916
GRK_AGIA39_1_7 4974
GRK_AGIA39_1_7 4973
GRK_AGIA39_1_7 4972
GRK_AGIA39_1_7 4971
GRK_AGIA39_1_7 4970
GRK_AGIA39_1_7 5030
GRK_AGIA39_1_7 5029
GRK_AGIA39_1_7 5028
GRK_AGIA39_1_7 5027
GRK_AGIA39_1_7 5023
