pt_graph met
12497 2
12747 2
12749 2
12864 2
13001 2
13099 2
13222 2
13293 2
13309 2
13314 2
13317 2
13322 2
13387 2
13393 2
13405 2
13605 2
13613 2
13614 2
13676 2
13731 2
13777 2
13778 2
13832 2
13924 2
13980 2
14006 2
14041 2
14044 2
14059 2
14114 2
14200 2
14201 2
14204 2
14210 2
14300 2
14310 2
14344 2
14381 2
14397 2
14417 2
14431 2
14437 2
14468 2
14500 2
14561 2
14572 2
14600 2
14602 2
14605 2
14628 2
14666 2
14728 2
14737 2
14794 2
14801 2
14826 2
14940 2
15033 2
15097 2
15099 2
15100 2
15220 2
15313 2
15318 2
15372 2
15681 2
15750 2
15883 2
15884 2
16004 2
16036 2
16038 2
16055 2
16104 2
16151 2
16201 2
16226 2
16240 2
16243 2
16247 2
16275 2
16293 2
16317 2
16322 2
16323 2
16381 2
16383 2
16404 2
16406 2
16409 2
16422 2
16458 2
16463 2
16504 2
16510 2
16513 2
16600 2
16640 2
16642 2
16686 2
16687 2
16720 2
16733 2
16734 2
16828 2
16875 2
16876 2
16878 2
16879 2
16965 2
