pt_graph met
12504 2
12508 2
12637 2
12639 2
12644 2
12759 2
12761 2
12763 2
12864 2
12869 2
13315 2
13382 2
13396 2
13399 2
13477 2
13541 2
13610 2
13672 2
13676 2
13705 2
13723 2
13727 2
13774 2
13812 2
13818 2
13825 2
13835 2
13871 2
13886 2
13892 2
13923 2
13950 2
13992 2
13995 2
14093 2
14096 2
14103 2
14192 2
14195 2
14216 2
14217 2
14306 2
14349 2
14387 2
14395 2
14433 2
14464 2
14465 2
14496 2
14506 2
14508 2
14509 2
14560 2
14572 2
14629 2
14702 2
14703 2
14733 2
14756 2
14795 2
14800 2
14887 2
14937 2
14966 2
14967 2
15064 2
15068 2
15099 2
15128 2
15173 2
15315 2
15424 2
15426 2
15448 2
15622 2
15815 2
15951 2
16005 2
16082 2
16097 2
16147 2
16155 2
16177 2
16193 2
16198 2
16248 2
16272 2
16289 2
16464 2
16542 2
16638 2
16676 2
16678 2
16679 2
16680 2
16829 2
