vids freq
GRK_AGIA1_0_1 0.053949
GRK_AGIA1_0_1 0.019477
GRK_AGIA1_0_1 0.019165
GRK_AGIA1_0_1 0.046070
GRK_AGIA1_0_1 0.046636
GRK_AGIA1_0_1 0.069261
GRK_AGIA1_0_1 0.064199
GRK_AGIA1_0_1 0.054296
GRK_AGIA1_0_1 0.064384
GRK_AGIA1_0_1 0.055179
GRK_AGIA1_0_1 0.054871
GRK_AGIA1_0_1 0.064027
GRK_AGIA1_0_1 0.064027
GRK_AGIA1_0_1 0.033719
GRK_AGIA1_0_1 0.027995
GRK_AGIA1_0_1 0.032799
GRK_AGIA1_0_1 0.036453
GRK_AGIA1_0_1 0.052894
GRK_AGIA1_0_1 0.047561
GRK_AGIA1_0_1 0.026838
GRK_AGIA1_0_1 0.066201
GRK_AGIA1_0_2 0.053949
GRK_AGIA1_0_2 0.019477
GRK_AGIA1_0_2 0.019165
GRK_AGIA1_0_2 0.046070
GRK_AGIA1_0_2 0.046636
GRK_AGIA1_0_2 0.069261
GRK_AGIA1_0_2 0.064199
GRK_AGIA1_0_2 0.054296
GRK_AGIA1_0_2 0.064384
GRK_AGIA1_0_2 0.055179
GRK_AGIA1_0_2 0.054871
GRK_AGIA1_0_2 0.064027
GRK_AGIA1_0_2 0.064027
GRK_AGIA1_0_2 0.033719
GRK_AGIA1_0_2 0.027995
GRK_AGIA1_0_2 0.032799
GRK_AGIA1_0_2 0.036453
GRK_AGIA1_0_2 0.052894
GRK_AGIA1_0_2 0.047561
GRK_AGIA1_0_2 0.026838
GRK_AGIA1_0_2 0.066201
GRK_AGIA1_0_3 0.053949
GRK_AGIA1_0_3 0.019477
GRK_AGIA1_0_3 0.019165
GRK_AGIA1_0_3 0.046070
GRK_AGIA1_0_3 0.046636
GRK_AGIA1_0_3 0.069261
GRK_AGIA1_0_3 0.064199
GRK_AGIA1_0_3 0.054296
GRK_AGIA1_0_3 0.064384
GRK_AGIA1_0_3 0.055179
GRK_AGIA1_0_3 0.054871
GRK_AGIA1_0_3 0.064027
GRK_AGIA1_0_3 0.064027
GRK_AGIA1_0_3 0.033719
GRK_AGIA1_0_3 0.027995
GRK_AGIA1_0_3 0.032799
GRK_AGIA1_0_3 0.036453
GRK_AGIA1_0_3 0.052894
GRK_AGIA1_0_3 0.047561
GRK_AGIA1_0_3 0.026838
GRK_AGIA1_0_3 0.066201
GRK_AGIA1_0_4 0.053949
GRK_AGIA1_0_4 0.019477
GRK_AGIA1_0_4 0.019165
GRK_AGIA1_0_4 0.046070
GRK_AGIA1_0_4 0.046636
GRK_AGIA1_0_4 0.069261
GRK_AGIA1_0_4 0.064199
GRK_AGIA1_0_4 0.054296
GRK_AGIA1_0_4 0.064384
GRK_AGIA1_0_4 0.055179
GRK_AGIA1_0_4 0.054871
GRK_AGIA1_0_4 0.064027
GRK_AGIA1_0_4 0.064027
GRK_AGIA1_0_4 0.033719
GRK_AGIA1_0_4 0.027995
GRK_AGIA1_0_4 0.032799
GRK_AGIA1_0_4 0.036453
GRK_AGIA1_0_4 0.052894
GRK_AGIA1_0_4 0.047561
GRK_AGIA1_0_4 0.026838
GRK_AGIA1_0_4 0.066201
GRK_AGIA39_1_1 0.010215
GRK_AGIA39_1_1 0.013619
GRK_AGIA39_1_1 0.013614
GRK_AGIA39_1_1 0.012037
GRK_AGIA39_1_1 0.013727
GRK_AGIA39_1_1 0.013812
GRK_AGIA39_1_1 0.012072
GRK_AGIA39_1_1 0.012113
GRK_AGIA39_1_1 0.010993
GRK_AGIA39_1_1 0.012808
GRK_AGIA39_1_1 0.008573
GRK_AGIA39_1_1 0.010384
GRK_AGIA39_1_1 0.010389
GRK_AGIA39_1_1 0.011010
GRK_AGIA39_1_1 0.011010
GRK_AGIA39_1_1 0.009202
GRK_AGIA39_1_1 0.013314
GRK_AGIA39_1_1 0.013315
GRK_AGIA39_1_1 0.014519
GRK_AGIA39_1_1 0.014515
GRK_AGIA39_1_1 0.014512
GRK_AGIA39_1_1 0.013573
GRK_AGIA39_1_1 0.012671
GRK_AGIA39_1_1 0.014515
GRK_AGIA39_1_1 0.015552
GRK_AGIA39_1_1 0.015296
GRK_AGIA39_1_1 0.008940
GRK_AGIA39_1_1 0.012599
GRK_AGIA39_1_1 0.015873
GRK_AGIA39_1_1 0.015721
GRK_AGIA39_1_1 0.010710
GRK_AGIA39_1_1 0.014574
GRK_AGIA39_1_1 0.015866
GRK_AGIA39_1_1 0.015722
GRK_AGIA39_1_1 0.012390
GRK_AGIA39_1_1 0.014675
GRK_AGIA39_1_1 0.016132
GRK_AGIA39_1_1 0.013830
GRK_AGIA39_1_1 0.010326
GRK_AGIA39_1_1 0.011648
GRK_AGIA39_1_1 0.009605
GRK_AGIA39_1_1 0.011347
GRK_AGIA39_1_1 0.011051
GRK_AGIA39_1_1 0.004347
GRK_AGIA39_1_1 0.009464
GRK_AGIA39_1_1 0.012548
GRK_AGIA39_1_1 0.012554
GRK_AGIA39_1_1 0.012498
GRK_AGIA39_1_1 0.010931
GRK_AGIA39_1_1 0.012476
GRK_AGIA39_1_1 0.009365
GRK_AGIA39_1_1 0.012455
GRK_AGIA39_1_1 0.010889
GRK_AGIA39_1_1 0.004713
GRK_AGIA39_1_1 0.010892
GRK_AGIA39_1_1 0.010890
GRK_AGIA39_1_1 0.009335
GRK_AGIA39_1_1 0.009231
GRK_AGIA39_1_1 0.004664
GRK_AGIA39_1_1 0.009144
GRK_AGIA39_1_1 0.009000
GRK_AGIA39_1_1 0.006086
GRK_AGIA39_1_1 0.010777
GRK_AGIA39_1_1 0.008925
GRK_AGIA39_1_1 0.009443
GRK_AGIA39_1_1 0.009089
GRK_AGIA39_1_1 0.010789
GRK_AGIA39_1_1 0.008907
GRK_AGIA39_1_1 0.009364
GRK_AGIA39_1_1 0.009401
GRK_AGIA39_1_1 0.010819
GRK_AGIA39_1_1 0.004770
GRK_AGIA39_1_1 0.010877
GRK_AGIA39_1_1 0.010914
GRK_AGIA39_1_1 0.010971
GRK_AGIA39_1_1 0.005074
GRK_AGIA39_1_1 0.012474
GRK_AGIA39_1_1 0.011051
GRK_AGIA39_1_1 0.009740
GRK_AGIA39_1_1 0.011261
GRK_AGIA39_1_1 0.012719
GRK_AGIA39_1_1 0.011725
GRK_AGIA39_1_1 0.008829
GRK_AGIA39_1_1 0.011725
GRK_AGIA39_1_1 0.011957
GRK_AGIA39_1_1 0.011852
GRK_AGIA39_1_1 0.013354
GRK_AGIA39_1_1 0.013347
GRK_AGIA39_1_2 0.010215
GRK_AGIA39_1_2 0.013619
GRK_AGIA39_1_2 0.013614
GRK_AGIA39_1_2 0.012037
GRK_AGIA39_1_2 0.013727
GRK_AGIA39_1_2 0.013812
GRK_AGIA39_1_2 0.012072
GRK_AGIA39_1_2 0.012113
GRK_AGIA39_1_2 0.010993
GRK_AGIA39_1_2 0.012808
GRK_AGIA39_1_2 0.008573
GRK_AGIA39_1_2 0.010384
GRK_AGIA39_1_2 0.010389
GRK_AGIA39_1_2 0.011010
GRK_AGIA39_1_2 0.011010
GRK_AGIA39_1_2 0.009202
GRK_AGIA39_1_2 0.013314
GRK_AGIA39_1_2 0.013315
GRK_AGIA39_1_2 0.014519
GRK_AGIA39_1_2 0.014515
GRK_AGIA39_1_2 0.014512
GRK_AGIA39_1_2 0.013573
GRK_AGIA39_1_2 0.012671
GRK_AGIA39_1_2 0.014515
GRK_AGIA39_1_2 0.015552
GRK_AGIA39_1_2 0.015296
GRK_AGIA39_1_2 0.008940
GRK_AGIA39_1_2 0.012599
GRK_AGIA39_1_2 0.015873
GRK_AGIA39_1_2 0.015721
GRK_AGIA39_1_2 0.010710
GRK_AGIA39_1_2 0.014574
GRK_AGIA39_1_2 0.015866
GRK_AGIA39_1_2 0.015722
GRK_AGIA39_1_2 0.012390
