pt_graph shape
7739 1
7739 1
7739 1
7739 1
7739 1
7739 1
7739 1
7739 1
7739 1
7740 1
7740 1
7740 1
7740 1
7740 1
7740 1
7740 1
7740 1
7740 1
7741 1
7741 1
7741 1
7741 1
7741 1
7741 1
7741 1
7741 1
7741 1
7736 1
7736 1
7736 1
7736 1
7736 1
7736 1
7736 1
7736 1
7736 1
7803 1
7803 1
7803 1
7803 1
7803 1
7803 1
7803 1
7803 1
7803 1
7805 1
7805 1
7805 1
7805 1
7805 1
7805 1
7805 1
7805 1
7805 1
7806 1
7806 1
7806 1
7806 1
7806 1
7806 1
7806 1
7806 1
7806 1
7792 1
7792 1
7792 1
7792 1
7792 1
7792 1
7792 1
7792 1
7792 1
7798 1
7798 1
7798 1
7798 1
7798 1
7798 1
7798 1
7798 1
7798 1
7868 1
7868 1
7868 1
7868 1
7868 1
7868 1
7868 1
7868 1
7868 1
7869 1
7869 1
7869 1
7869 1
7869 1
7869 1
7869 1
7869 1
7869 1
7870 1
7870 1
7870 1
7870 1
7870 1
7870 1
7870 1
7870 1
7870 1
7866 1
7866 1
7866 1
7866 1
7866 1
7866 1
7866 1
7866 1
7866 1
7867 1
7867 1
7867 1
7867 1
7867 1
7867 1
7867 1
7867 1
7867 1
7932 1
7932 1
7932 1
7932 1
7932 1
7932 1
7932 1
7932 1
7932 1
7933 1
7933 1
7933 1
7933 1
7933 1
7933 1
7933 1
7933 1
7933 1
7934 1
7934 1
7934 1
7934 1
7934 1
7934 1
7934 1
7934 1
7934 1
7928 1
7928 1
7928 1
7928 1
7928 1
7928 1
7928 1
7928 1
7928 1
7929 1
7929 1
7929 1
7929 1
7929 1
7929 1
7929 1
7929 1
7929 1
7930 1
7930 1
7930 1
7930 1
7930 1
7930 1
7930 1
7930 1
7930 1
7931 1
7931 1
7931 1
7931 1
7931 1
7931 1
7931 1
7931 1
7931 1
7998 1
7998 1
7998 1
7998 1
7998 1
7998 1
7998 1
7998 1
7998 1
7989 1
7989 1
7989 1
7989 1
7989 1
7989 1
7989 1
7989 1
7989 1
7991 1
7991 1
7991 1
7991 1
7991 1
7991 1
7991 1
7991 1
7991 1
7994 1
7994 1
7994 1
7994 1
7994 1
7994 1
7994 1
7994 1
7994 1
7995 1
7995 1
7995 1
7995 1
7995 1
7995 1
7995 1
7995 1
7995 1
7996 1
7996 1
7996 1
7996 1
7996 1
7996 1
7996 1
7996 1
7996 1
8060 1
8060 1
8060 1
8060 1
8060 1
8060 1
8060 1
8060 1
8060 1
8061 1
8061 1
8061 1
8061 1
8061 1
8061 1
8061 1
8061 1
8061 1
8053 1
8053 1
8053 1
8053 1
8053 1
8053 1
8053 1
8053 1
8053 1
8054 1
8054 1
8054 1
8054 1
8054 1
8054 1
8054 1
8054 1
8054 1
8056 1
8056 1
8056 1
8056 1
8056 1
8056 1
8056 1
8056 1
8056 1
8057 1
8057 1
8057 1
8057 1
8057 1
8057 1
8057 1
8057 1
8057 1
8058 1
8058 1
8058 1
8058 1
8058 1
8058 1
8058 1
8058 1
8058 1
8059 1
8059 1
8059 1
8059 1
8059 1
8059 1
8059 1
8059 1
8059 1
8122 1
8122 1
8122 1
8122 1
8122 1
8122 1
8122 1
8122 1
8122 1
8123 1
8123 1
8123 1
8123 1
8123 1
8123 1
8123 1
8123 1
8123 1
8124 1
8124 1
8124 1
8124 1
8124 1
8124 1
8124 1
8124 1
8124 1
8117 1
8117 1
8117 1
8117 1
8117 1
8117 1
8117 1
8117 1
8117 1
8118 1
8118 1
8118 1
8118 1
8118 1
8118 1
8118 1
8118 1
8118 1
8119 1
8119 1
8119 1
8119 1
8119 1
8119 1
8119 1
8119 1
8119 1
8120 1
8120 1
8120 1
8120 1
8120 1
8120 1
8120 1
8120 1
8120 1
8121 1
8121 1
8121 1
8121 1
8121 1
8121 1
8121 1
8121 1
8121 1
8183 1
8183 1
8183 1
8183 1
8183 1
8183 1
8183 1
8183 1
8183 1
8184 1
8184 1
8184 1
8184 1
8184 1
8184 1
8184 1
8184 1
8184 1
8185 1
8185 1
8185 1
8185 1
8185 1
8185 1
8185 1
8185 1
8185 1
8186 1
8186 1
8186 1
8186 1
8186 1
8186 1
8186 1
8186 1
8186 1
8181 1
8181 1
8181 1
8181 1
8181 1
8181 1
8181 1
8181 1
8181 1
8182 1
8182 1
8182 1
8182 1
8182 1
8182 1
8182 1
8182 1
8182 1
8241 1
8241 1
8241 1
8241 1
8241 1
8241 1
8241 1
8241 1
8241 1
8242 1
8242 1
8242 1
8242 1
8242 1
8242 1
8242 1
8242 1
8242 1
8243 1
8243 1
8243 1
8243 1
8243 1
8243 1
8243 1
8243 1
8243 1
8244 1
8244 1
8244 1
8244 1
8244 1
8244 1
8244 1
8244 1
8244 1
8245 1
8245 1
8245 1
8245 1
8245 1
8245 1
8245 1
8245 1
8245 1
8246 1
8246 1
8246 1
8246 1
8246 1
8246 1
8246 1
8246 1
8246 1
8276 1
8276 1
8276 1
8276 1
8276 1
8276 1
8276 1
8276 1
8276 1
8280 1
8280 1
8280 1
8280 1
8280 1
8280 1
8280 1
8280 1
8280 1
8299 1
8299 1
8299 1
8299 1
8299 1
8299 1
8299 1
8299 1
8299 1
8302 1
8302 1
8302 1
8302 1
8302 1
8302 1
8302 1
8302 1
8302 1
8303 1
8303 1
8303 1
8303 1
8303 1
8303 1
8303 1
8303 1
8303 1
8304 1
8304 1
8304 1
8304 1
8304 1
8304 1
8304 1
8304 1
8304 1
8336 1
8336 1
8336 1
8336 1
8336 1
8336 1
8336 1
8336 1
8336 1
8337 1
8337 1
8337 1
8337 1
8337 1
8337 1
8337 1
8337 1
8337 1
8339 1
8339 1
8339 1
8339 1
8339 1
8339 1
8339 1
8339 1
8339 1
8359 1
8359 1
8359 1
8359 1
8359 1
8359 1
8359 1
8359 1
8359 1
8389 1
8389 1
8389 1
8389 1
8389 1
8389 1
8389 1
8389 1
8389 1
8390 1
8390 1
8390 1
8390 1
8390 1
8390 1
8390 1
8390 1
8390 1
8391 1
8391 1
8391 1
8391 1
8391 1
8391 1
8391 1
8391 1
8391 1
8392 1
8392 1
8392 1
8392 1
8392 1
8392 1
8392 1
8392 1
8392 1
8393 1
8393 1
8393 1
8393 1
8393 1
8393 1
8393 1
8393 1
8393 1
8394 1
8394 1
8394 1
8394 1
8394 1
8394 1
8394 1
8394 1
8394 1
8395 1
8395 1
8395 1
8395 1
8395 1
8395 1
8395 1
8395 1
8395 1
8396 1
8396 1
8396 1
8396 1
8396 1
8396 1
8396 1
8396 1
8396 1
8414 1
8414 1
8414 1
8414 1
8414 1
8414 1
8414 1
8414 1
8414 1
8442 1
8442 1
8442 1
8442 1
8442 1
8442 1
8442 1
8442 1
8442 1
8443 1
8443 1
8443 1
8443 1
8443 1
8443 1
8443 1
8443 1
8443 1
8444 1
8444 1
8444 1
8444 1
8444 1
8444 1
8444 1
8444 1
8444 1
8445 1
8445 1
8445 1
8445 1
8445 1
8445 1
8445 1
8445 1
8445 1
8446 1
8446 1
8446 1
8446 1
8446 1
8446 1
8446 1
8446 1
8446 1
8448 1
8448 1
8448 1
8448 1
8448 1
8448 1
8448 1
8448 1
8448 1
8449 1
8449 1
8449 1
8449 1
8449 1
8449 1
8449 1
8449 1
8449 1
8451 1
8451 1
8451 1
8451 1
8451 1
8451 1
8451 1
8451 1
8451 1
8452 1
8452 1
8452 1
8452 1
8452 1
8452 1
8452 1
8452 1
8452 1
8495 1
8495 1
8495 1
8495 1
8495 1
8495 1
8495 1
8495 1
8495 1
8496 1
8496 1
8496 1
8496 1
8496 1
8496 1
8496 1
8496 1
8496 1
8497 1
8497 1
8497 1
8497 1
8497 1
8497 1
8497 1
8497 1
8497 1
8499 1
8499 1
8499 1
8499 1
8499 1
8499 1
8499 1
8499 1
8499 1
8500 1
8500 1
8500 1
8500 1
8500 1
8500 1
8500 1
8500 1
8500 1
8501 1
8501 1
8501 1
8501 1
8501 1
8501 1
8501 1
8501 1
8501 1
8504 1
8504 1
8504 1
8504 1
8504 1
8504 1
8504 1
8504 1
8504 1
8522 1
8522 1
8522 1
8522 1
8522 1
8522 1
8522 1
8522 1
8522 1
8547 1
8547 1
8547 1
8547 1
8547 1
8547 1
8547 1
8547 1
8547 1
8550 1
8550 1
8550 1
8550 1
8550 1
8550 1
8550 1
8550 1
8550 1
8551 1
8551 1
8551 1
8551 1
8551 1
8551 1
8551 1
8551 1
8551 1
8552 1
8552 1
8552 1
8552 1
8552 1
8552 1
8552 1
8552 1
8552 1
8553 1
8553 1
8553 1
8553 1
8553 1
8553 1
8553 1
8553 1
8553 1
8558 1
8558 1
8558 1
8558 1
8558 1
8558 1
8558 1
8558 1
8558 1
8572 1
8572 1
8572 1
8572 1
8572 1
8572 1
8572 1
8572 1
8572 1
8573 1
8573 1
8573 1
8573 1
8573 1
8573 1
8573 1
8573 1
8573 1
8574 1
8574 1
8574 1
8574 1
8574 1
8574 1
8574 1
8574 1
8574 1
8600 1
8600 1
8600 1
8600 1
8600 1
8600 1
8600 1
8600 1
8600 1
8601 1
8601 1
8601 1
8601 1
8601 1
8601 1
8601 1
8601 1
8601 1
8602 1
8602 1
8602 1
8602 1
8602 1
8602 1
8602 1
8602 1
8602 1
8603 1
8603 1
8603 1
8603 1
8603 1
8603 1
8603 1
8603 1
8603 1
8607 1
8607 1
8607 1
8607 1
8607 1
8607 1
8607 1
8607 1
8607 1
8622 1
8622 1
8622 1
8622 1
8622 1
8622 1
8622 1
8622 1
8622 1
8646 1
8646 1
8646 1
8646 1
8646 1
8646 1
8646 1
8646 1
8646 1
8649 1
8649 1
8649 1
8649 1
8649 1
8649 1
8649 1
8649 1
8649 1
8650 1
8650 1
8650 1
8650 1
8650 1
8650 1
8650 1
8650 1
8650 1
8668 1
8668 1
8668 1
8668 1
8668 1
8668 1
8668 1
8668 1
8668 1
8670 1
8670 1
8670 1
8670 1
8670 1
8670 1
8670 1
8670 1
8670 1
19532 1
19532 1
19532 1
19532 1
19532 1
19532 1
19532 1
19532 1
19532 1
8707 1
8707 1
8707 1
8707 1
8707 1
8707 1
8707 1
8707 1
8707 1
8793 1
8793 1
8793 1
8793 1
8793 1
8793 1
8793 1
8793 1
8793 1
8795 1
8795 1
8795 1
8795 1
8795 1
8795 1
8795 1
8795 1
