vids freq
GRK_PREV75_1_46 1
GRK_PYLO118_2_1 1
GRK_PYLO118_2_2 1
GRK_PYLO118_2_3 1
GRK_PYLO118_2_4 1
GRK_PYLO118_2_5 1
GRK_PYLO35_0_1 1
GRK_PYLO76_1_1 1
GRK_PYLO76_1_2 1
GRK_PYLO76_1_3 1
GRK_PYLO76_1_4 1
GRK_PYLO76_1_5 1
GRK_PYLO76_1_6 1
GRK_PYLO76_1_7 1
GRK_PYLO76_1_8 1
GRK_PYLO76_1_9 1
GRK_PYLO76_1_10 1
GRK_PYLO76_1_11 1
GRK_PYLO76_1_12 1
GRK_PYLO76_1_13 1
GRK_SAGI119_2_1 1
GRK_SAGI158_4_1 1
GRK_SAGI77_1_1 1
GRK_SAGI77_1_2 1
GRK_SAGI77_1_3 1
GRK_SAMI120_2_1 1
GRK_SAMI120_2_2 1
GRK_SAMI159_4_1 1
GRK_SAMI36_0_1 1
GRK_SAMI78_1_1 1
GRK_SAMI78_1_2 1
GRK_SYVO121_2_1 1
GRK_SYVO37_0_1 1
GRK_SYVO79_1_1 1
GRK_SYVO79_1_2 1
GRK_ZAKY122_2_1 1
GRK_ZAKY122_2_2 1
GRK_ZAKY122_2_3 1
GRK_ZAKY122_2_4 1
GRK_ZAKY122_2_5 1
GRK_ZAKY139_3_1 1
GRK_ZAKY160_4_1 1
GRK_ZAKY160_4_2 1
GRK_ZAKY160_4_3 1
GRK_ZAKY160_4_4 1
GRK_ZAKY38_0_1 1
GRK_ZAKY38_0_2 1
GRK_ZAKY80_1_1 1
GRK_ZAKY80_1_2 1
GRK_ZAKY80_1_3 1
GRK_ZAKY80_1_4 1
GRK_ZAKY80_1_5 1
GRK_ZAKY80_1_6 1
GRK_ZAKY80_1_7 1
GRK_ZAKY80_1_8 1
GRK_ZAKY80_1_9 1
GRK_ZAKY80_1_10 1
GRK_ZAKY80_1_11 1
GRK_ZAKY80_1_12 1
GRK_ZAKY80_1_13 1
GRK_ZAKY80_1_14 1
GRK_ZAKY80_1_15 1
GRK_ZAKY80_1_16 1
GRK_ZAKY80_1_17 1
GRK_ZAKY80_1_18 1
GRK_ZAKY80_1_19 1
GRK_ZAKY80_1_20 1
GRK_ZAKY80_1_21 1
GRK_ZAKY80_1_22 1
GRK_ZAKY80_1_23 1
GRK_ZAKY80_1_24 1
GRK_ZAKY80_1_25 1
GRK_ZAKY80_1_26 1
GRK_ZAKY80_1_27 1
GRK_ZAKY80_1_28 1
