pt_graph freq
4417 1
4592 1
4593 1
4632 1
4680 1
4795 1
4884 1
4922 1
4923 1
4930 1
4972 1
4976 1
5029 1
5030 1
5035 1
5089 1
5090 1
5091 1
5095 1
5147 1
5148 1
5149 1
5150 1
5152 1
5246 1
5247 1
5495 1
5705 1
5757 1
5864 1
6083 1
6204 1
6318 1
6384 1
6440 1
6923 1
6982 1
7355 1
7482 1
7605 1
7741 1
7803 1
7869 1
7987 1
8123 1
8124 1
19516 1
