pt_graph met
2287 3
2450 3
2451 3
2536 3
2537 3
2624 3
2663 3
2793 3
2794 3
3035 3
3036 3
3087 3
3119 3
3201 3
3281 3
3282 3
3363 3
3445 3
3446 3
3490 3
3526 3
3569 3
3570 3
3606 3
3607 3
3648 3
3684 3
3685 3
3760 3
3761 3
3762 3
3800 3
3809 3
3837 3
3838 3
3839 3
3874 3
3910 3
3945 3
3954 3
3979 3
4021 3
4043 3
4088 3
4089 3
4109 3
4110 3
4152 3
4153 3
4174 3
4234 3
4273 3
4274 3
4275 3
4276 3
4330 3
4331 3
4332 3
4383 3
4384 3
4426 3
4427 3
4468 3
4469 3
4511 3
4512 3
4513 3
4555 3
4556 3
4598 3
4599 3
4640 3
4641 3
4683 3
4684 3
4685 3
4722 3
4723 3
4724 3
4761 3
4762 3
4763 3
4976 3
4977 3
5035 3
6264 3
