0	0.02	0.2	0.49	0.5	0.5	1	1	1	1	1	1	1	1
0	0.05	0.12	0.4	0.99	1	1	1	1	1	1	1	1	1
0	0.05	0.32	0.43	0.97	0.99	1	1	1	1	1	1	1	1
0	0.08	0.2	0.77	0.91	0.98	1	1	1	1	1	1	1	1
0	0.05	0.82	0.97	0.98	0.99	1	1	1	1	1	1	1	1
0.03	0.12	0.37	0.86	0.98	1	1	1	1	1	1	1	1	1
