pt_graph coeff
49 0.5
49 0.5
49 0.1
49 0.1
49 0.1
49 0.1
49 0.5
49 0.5
49 0.1
49 0.1
49 0.1
49 0.1
49 0.1
49 0.1
65 0.5
65 0.5
65 0.1
65 0.1
65 0.1
65 0.1
65 0.5
65 0.5
65 0.1
65 0.1
65 0.1
65 0.1
65 0.1
65 0.1
82 0.5
82 0.5
82 0.1
82 0.1
82 0.1
82 0.1
82 0.5
82 0.5
82 0.1
82 0.1
82 0.1
82 0.1
82 0.1
82 0.1
101 0.5
101 0.5
101 0.1
101 0.1
101 0.1
101 0.1
101 0.5
101 0.5
101 0.1
101 0.1
101 0.1
101 0.1
101 0.1
101 0.1
102 0.5
102 0.5
102 0.1
102 0.1
102 0.1
102 0.1
102 0.5
102 0.5
102 0.1
102 0.1
102 0.1
102 0.1
102 0.1
102 0.1
122 0.5
122 0.5
122 0.1
122 0.1
122 0.1
122 0.1
122 0.5
122 0.5
122 0.1
122 0.1
122 0.1
122 0.1
122 0.1
122 0.1
123 0.5
123 0.5
123 0.1
123 0.1
123 0.1
123 0.1
123 0.5
123 0.5
123 0.1
123 0.1
123 0.1
123 0.1
123 0.1
123 0.1
124 0.5
124 0.5
124 0.1
124 0.1
124 0.1
124 0.1
124 0.5
124 0.5
124 0.1
124 0.1
124 0.1
124 0.1
124 0.1
124 0.1
128 0.5
128 0.5
128 0.1
128 0.1
128 0.1
128 0.1
128 0.5
128 0.5
128 0.1
128 0.1
128 0.1
128 0.1
128 0.1
128 0.1
129 0.5
129 0.5
129 0.1
129 0.1
129 0.1
129 0.1
129 0.5
129 0.5
129 0.1
129 0.1
129 0.1
129 0.1
129 0.1
129 0.1
130 0.5
130 0.5
130 0.1
130 0.1
130 0.1
130 0.1
130 0.5
130 0.5
130 0.1
130 0.1
130 0.1
130 0.1
130 0.1
130 0.1
146 0.5
146 0.5
146 0.1
146 0.1
146 0.1
146 0.1
146 0.5
146 0.5
146 0.1
146 0.1
146 0.1
146 0.1
146 0.1
146 0.1
147 0.5
147 0.5
147 0.1
147 0.1
147 0.1
147 0.1
147 0.5
147 0.5
147 0.1
147 0.1
147 0.1
147 0.1
147 0.1
147 0.1
150 0.5
150 0.5
150 0.1
150 0.1
150 0.1
150 0.1
150 0.5
150 0.5
150 0.1
150 0.1
150 0.1
150 0.1
150 0.1
150 0.1
151 0.5
151 0.5
151 0.1
151 0.1
151 0.1
151 0.1
151 0.5
151 0.5
151 0.1
151 0.1
151 0.1
151 0.1
151 0.1
151 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
152 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
153 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
154 0.1
155 0.1
155 0.1
155 0.05
155 0.05
155 0.05
155 0.05
155 0.1
155 0.1
155 0.05
155 0.05
155 0.05
155 0.05
155 0.05
155 0.05
171 0.5
171 0.5
171 0.1
171 0.1
171 0.1
171 0.1
171 0.5
171 0.5
171 0.1
171 0.1
171 0.1
171 0.1
171 0.1
171 0.1
172 0.5
172 0.5
172 0.1
172 0.1
172 0.1
172 0.1
172 0.5
172 0.5
172 0.1
172 0.1
172 0.1
172 0.1
172 0.1
172 0.1
173 0.5
173 0.5
173 0.1
173 0.1
173 0.1
173 0.1
173 0.5
173 0.5
173 0.1
173 0.1
173 0.1
173 0.1
173 0.1
173 0.1
174 0.5
174 0.5
174 0.1
174 0.1
174 0.1
174 0.1
174 0.5
174 0.5
174 0.1
174 0.1
174 0.1
174 0.1
174 0.1
174 0.1
175 0.5
175 0.5
175 0.1
175 0.1
175 0.1
175 0.1
175 0.5
175 0.5
175 0.1
175 0.1
175 0.1
175 0.1
175 0.1
175 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
176 0.1
177 0.1
177 0.1
177 0.1
177 0.1
177 0.1
177 0.1
177 0.1
