0 31 11606 0 1 2 3 4
0 31 12889 0 1 2 3 4
0 31 13104 0 1 2 3 4
0 31 13121 0 1 2 3 4
0 31 13224 0 1 2 3 4
0 31 13489 0 1 2 3 4
0 31 13534 0 1 2 3 4
0 31 13618 0 1 2 3 4
0 31 13673 0 1 2 3 4
0 31 13837 0 1 2 3 4
0 31 13891 0 1 2 3 4
0 31 13892 0 1 2 3 4
0 31 13893 0 1 2 3 4
0 31 13894 0 1 2 3 4
0 31 13949 0 1 2 3 4
0 31 13952 0 1 2 3 4
0 31 14169 0 1 2 3 4
0 31 14264 0 1 2 3 4
0 31 14432 0 1 2 3 4
0 31 14439 0 1 2 3 4
0 31 14605 0 1 2 3 4
0 31 11606 0 1 2 3 4
0 31 12889 0 1 2 3 4
0 31 13104 0 1 2 3 4
0 31 13121 0 1 2 3 4
0 31 13224 0 1 2 3 4
0 31 13489 0 1 2 3 4
0 31 13534 0 1 2 3 4
0 31 13618 0 1 2 3 4
0 31 13673 0 1 2 3 4
0 31 13837 0 1 2 3 4
0 31 13891 0 1 2 3 4
0 31 13892 0 1 2 3 4
0 31 13893 0 1 2 3 4
0 31 13894 0 1 2 3 4
0 31 13949 0 1 2 3 4
0 31 13952 0 1 2 3 4
0 31 14169 0 1 2 3 4
0 31 14264 0 1 2 3 4
0 31 14432 0 1 2 3 4
0 31 14439 0 1 2 3 4
0 31 14605 0 1 2 3 4
0 31 11354 0 1 2 3 4
0 31 11444 0 1 2 3 4
0 31 11445 0 1 2 3 4
0 31 11480 0 1 2 3 4
0 31 11481 0 1 2 3 4
0 31 11574 0 1 2 3 4
0 31 11575 0 1 2 3 4
0 31 11576 0 1 2 3 4
0 31 11607 0 1 2 3 4
0 31 11608 0 1 2 3 4
0 31 11701 0 1 2 3 4
0 31 11702 0 1 2 3 4
0 31 11703 0 1 2 3 4
0 31 11704 0 1 2 3 4
0 31 11705 0 1 2 3 4
0 31 11736 0 1 2 3 4
0 31 11737 0 1 2 3 4
