pt_graph abundance
129 0.00004308
129 0.00004308
129 0.00002601
129 0.00002601
129 0.00002601
129 0.00002601
129 0.00004308
129 0.00004308
129 0.00002601
129 0.00002601
129 0.00002601
129 0.00002601
129 0.00002601
129 0.00002601
130 0.00004308
130 0.00004308
130 0.00002601
130 0.00002601
130 0.00002601
130 0.00002601
130 0.00004308
130 0.00004308
130 0.00002601
130 0.00002601
130 0.00002601
130 0.00002601
130 0.00002601
130 0.00002601
151 0.00004308
151 0.00004308
151 0.00002601
151 0.00002601
151 0.00002601
151 0.00002601
151 0.00004308
151 0.00004308
151 0.00002601
151 0.00002601
151 0.00002601
151 0.00002601
151 0.00002601
151 0.00002601
152 0.00004308
152 0.00004308
152 0.00008676
152 0.00008676
152 0.00008676
152 0.00008676
152 0.00004308
152 0.00004308
152 0.00008676
152 0.00008676
152 0.00008676
152 0.00008676
152 0.00008676
152 0.00008676
153 0.00004872
153 0.00004872
153 0.00008676
153 0.00008676
153 0.00008676
153 0.00008676
153 0.00004872
153 0.00004872
153 0.00008676
153 0.00008676
153 0.00008676
153 0.00008676
153 0.00008676
153 0.00008676
154 0.00004872
154 0.00004872
154 0.00008676
154 0.00008676
154 0.00008676
154 0.00008676
154 0.00004872
154 0.00004872
154 0.00008676
154 0.00008676
154 0.00008676
154 0.00008676
154 0.00008676
154 0.00008676
155 0.00004872
155 0.00004872
155 0.00008676
155 0.00008676
155 0.00008676
155 0.00008676
155 0.00004872
155 0.00004872
155 0.00008676
155 0.00008676
155 0.00008676
155 0.00008676
155 0.00008676
155 0.00008676
173 0.00004308
173 0.00004308
173 0.00008676
173 0.00008676
173 0.00008676
173 0.00008676
173 0.00004308
173 0.00004308
173 0.00008676
173 0.00008676
173 0.00008676
173 0.00008676
173 0.00008676
173 0.00008676
175 0.00004308
175 0.00004308
175 0.00008676
175 0.00008676
175 0.00008676
175 0.00008676
175 0.00004308
175 0.00004308
175 0.00008676
175 0.00008676
175 0.00008676
175 0.00008676
175 0.00008676
175 0.00008676
176 0.00004308
176 0.00004308
176 0.00008676
176 0.00008676
176 0.00008676
176 0.00008676
176 0.00004308
176 0.00004308
176 0.00008676
176 0.00008676
176 0.00008676
176 0.00008676
176 0.00008676
176 0.00008676
177 0.00004872
177 0.00004872
177 0.00008676
177 0.00008676
177 0.00008676
177 0.00008676
177 0.00004872
177 0.00004872
177 0.00008676
177 0.00008676
177 0.00008676
177 0.00008676
177 0.00008676
177 0.00008676
178 0.00004872
178 0.00004872
178 0.00008676
178 0.00008676
178 0.00008676
178 0.00008676
178 0.00004872
178 0.00004872
178 0.00008676
178 0.00008676
178 0.00008676
178 0.00008676
178 0.00008676
178 0.00008676
179 0.00004872
179 0.00004872
179 0.0004297
179 0.0004297
179 0.0004297
179 0.0004297
179 0.00004872
179 0.00004872
179 0.0004297
179 0.0004297
179 0.0004297
179 0.0004297
179 0.0004297
179 0.0004297
180 0.00004872
180 0.00004872
180 0.00008676
180 0.00008676
180 0.00008676
180 0.00008676
180 0.00004872
180 0.00004872
180 0.00008676
180 0.00008676
180 0.00008676
180 0.00008676
180 0.00008676
180 0.00008676
181 0.00004872
181 0.00004872
181 0.00008676
181 0.00008676
181 0.00008676
181 0.00008676
181 0.00004872
181 0.00004872
181 0.00008676
181 0.00008676
181 0.00008676
181 0.00008676
181 0.00008676
181 0.00008676
182 0.00004872
182 0.00004872
182 0.00008676
182 0.00008676
182 0.00008676
182 0.00008676
182 0.00004872
182 0.00004872
182 0.00008676
182 0.00008676
182 0.00008676
182 0.00008676
182 0.00008676
182 0.00008676
200 0.00004308
200 0.00004308
200 0.00008676
200 0.00008676
200 0.00008676
200 0.00008676
200 0.00004308
200 0.00004308
200 0.00008676
200 0.00008676
200 0.00008676
200 0.00008676
200 0.00008676
200 0.00008676
201 0.00004872
201 0.00004872
201 0.00062869
201 0.00062869
201 0.00062869
201 0.00062869
201 0.00004872
201 0.00004872
201 0.00062869
201 0.00062869
201 0.00062869
201 0.00062869
201 0.00062869
201 0.00062869
202 0.00004872
202 0.00004872
202 0.00062869
202 0.00062869
202 0.00062869
202 0.00062869
202 0.00004872
202 0.00004872
202 0.00062869
202 0.00062869
202 0.00062869
202 0.00062869
202 0.00062869
202 0.00062869
203 0.00004872
203 0.00004872
203 0.00008676
203 0.00008676
203 0.00008676
203 0.00008676
203 0.00004872
203 0.00004872
203 0.00008676
203 0.00008676
203 0.00008676
203 0.00008676
203 0.00008676
203 0.00008676
204 0.00004872
204 0.00004872
204 0.0004297
204 0.0004297
204 0.0004297
204 0.0004297
204 0.00004872
204 0.00004872
204 0.0004297
204 0.0004297
204 0.0004297
204 0.0004297
204 0.0004297
204 0.0004297
205 0.00004872
205 0.00004872
205 0.00062869
205 0.00062869
205 0.00062869
205 0.00062869
205 0.00004872
205 0.00004872
205 0.00062869
205 0.00062869
205 0.00062869
205 0.00062869
205 0.00062869
205 0.00062869
206 0.00004872
206 0.00004872
206 0.00008676
206 0.00008676
206 0.00008676
206 0.00008676
206 0.00004872
206 0.00004872
206 0.00008676
206 0.00008676
206 0.00008676
206 0.00008676
206 0.00008676
206 0.00008676
207 0.00004872
207 0.00004872
207 0.00008676
207 0.00008676
207 0.00008676
207 0.00008676
207 0.00004872
207 0.00004872
207 0.00008676
207 0.00008676
207 0.00008676
207 0.00008676
207 0.00008676
207 0.00008676
208 0.00004872
208 0.00004872
208 0.00008676
208 0.00008676
208 0.00008676
208 0.00008676
208 0.00004872
208 0.00004872
208 0.00008676
208 0.00008676
208 0.00008676
208 0.00008676
208 0.00008676
208 0.00008676
209 0.00004872
209 0.00004872
209 0.00008676
209 0.00008676
209 0.00008676
209 0.00008676
209 0.00004872
209 0.00004872
209 0.00008676
209 0.00008676
209 0.00008676
209 0.00008676
209 0.00008676
209 0.00008676
210 0.00004872
210 0.00004872
210 0.00008676
210 0.00008676
210 0.00008676
210 0.00008676
210 0.00004872
210 0.00004872
210 0.00008676
210 0.00008676
210 0.00008676
210 0.00008676
210 0.00008676
210 0.00008676
211 0.00004872
211 0.00004872
211 0.00008676
211 0.00008676
211 0.00008676
211 0.00008676
211 0.00004872
211 0.00004872
211 0.00008676
211 0.00008676
211 0.00008676
211 0.00008676
211 0.00008676
211 0.00008676
229 0.00004872
229 0.00004872
229 0.00008676
229 0.00008676
229 0.00008676
229 0.00008676
229 0.00004872
229 0.00004872
229 0.00008676
229 0.00008676
229 0.00008676
229 0.00008676
229 0.00008676
229 0.00008676
230 0.00004872
230 0.00004872
230 0.00062869
230 0.00062869
230 0.00062869
230 0.00062869
230 0.00004872
230 0.00004872
230 0.00062869
230 0.00062869
230 0.00062869
230 0.00062869
230 0.00062869
230 0.00062869
231 0.00004872
231 0.00004872
231 0.0004297
231 0.0004297
231 0.0004297
231 0.0004297
231 0.00004872
231 0.00004872
231 0.0004297
231 0.0004297
231 0.0004297
231 0.0004297
231 0.0004297
231 0.0004297
232 0.00004872
232 0.00004872
232 0.00062869
232 0.00062869
232 0.00062869
232 0.00062869
232 0.00004872
232 0.00004872
232 0.00062869
232 0.00062869
232 0.00062869
232 0.00062869
232 0.00062869
232 0.00062869
233 0.00004872
233 0.00004872
233 0.00008676
233 0.00008676
233 0.00008676
233 0.00008676
233 0.00004872
233 0.00004872
233 0.00008676
233 0.00008676
233 0.00008676
233 0.00008676
233 0.00008676
233 0.00008676
234 0.00004872
234 0.00004872
234 0.0004297
234 0.0004297
234 0.0004297
234 0.0004297
234 0.00004872
234 0.00004872
234 0.0004297
234 0.0004297
234 0.0004297
234 0.0004297
234 0.0004297
234 0.0004297
235 0.00004872
235 0.00004872
235 0.00062869
235 0.00062869
235 0.00062869
235 0.00062869
235 0.00004872
235 0.00004872
235 0.00062869
235 0.00062869
235 0.00062869
235 0.00062869
235 0.00062869
235 0.00062869
236 0.00004872
236 0.00004872
236 0.00062869
236 0.00062869
236 0.00062869
236 0.00062869
236 0.00004872
236 0.00004872
236 0.00062869
236 0.00062869
236 0.00062869
236 0.00062869
236 0.00062869
236 0.00062869
237 0.00004872
237 0.00004872
237 0.00008676
237 0.00008676
237 0.00008676
237 0.00008676
237 0.00004872
237 0.00004872
237 0.00008676
237 0.00008676
237 0.00008676
237 0.00008676
237 0.00008676
237 0.00008676
238 0.00004872
238 0.00004872
238 0.00008676
238 0.00008676
238 0.00008676
238 0.00008676
238 0.00004872
238 0.00004872
238 0.00008676
238 0.00008676
238 0.00008676
238 0.00008676
238 0.00008676
238 0.00008676
239 0.00004872
239 0.00004872
239 0.00008676
239 0.00008676
239 0.00008676
239 0.00008676
239 0.00004872
239 0.00004872
239 0.00008676
239 0.00008676
239 0.00008676
239 0.00008676
239 0.00008676
239 0.00008676
240 0.00004872
240 0.00004872
240 0.00008676
240 0.00008676
240 0.00008676
240 0.00008676
240 0.00004872
240 0.00004872
240 0.00008676
240 0.00008676
240 0.00008676
240 0.00008676
240 0.00008676
240 0.00008676
241 0.00004872
241 0.00004872
241 0.00008676
241 0.00008676
241 0.00008676
241 0.00008676
241 0.00004872
241 0.00004872
241 0.00008676
241 0.00008676
241 0.00008676
241 0.00008676
241 0.00008676
241 0.00008676
242 0.00004872
242 0.00004872
242 0.00008676
242 0.00008676
242 0.00008676
242 0.00008676
242 0.00004872
242 0.00004872
242 0.00008676
242 0.00008676
242 0.00008676
242 0.00008676
242 0.00008676
242 0.00008676
270 0.00004308
270 0.00004308
270 0.00008676
270 0.00008676
270 0.00008676
270 0.00008676
270 0.00004308
270 0.00004308
270 0.00008676
270 0.00008676
270 0.00008676
270 0.00008676
270 0.00008676
270 0.00008676
271 0.00004308
271 0.00004308
271 0.00008676
271 0.00008676
271 0.00008676
271 0.00008676
271 0.00004308
271 0.00004308
271 0.00008676
271 0.00008676
271 0.00008676
271 0.00008676
271 0.00008676
271 0.00008676
272 0.00004872
272 0.00004872
272 0.00062869
272 0.00062869
272 0.00062869
272 0.00062869
272 0.00004872
272 0.00004872
272 0.00062869
272 0.00062869
272 0.00062869
272 0.00062869
272 0.00062869
272 0.00062869
273 0.00004872
273 0.00004872
273 0.00062869
273 0.00062869
273 0.00062869
273 0.00062869
273 0.00004872
273 0.00004872
273 0.00062869
273 0.00062869
273 0.00062869
273 0.00062869
273 0.00062869
273 0.00062869
274 0.00004872
274 0.00004872
274 0.0004297
274 0.0004297
274 0.0004297
274 0.0004297
274 0.00004872
274 0.00004872
274 0.0004297
274 0.0004297
274 0.0004297
274 0.0004297
274 0.0004297
274 0.0004297
275 0.00004872
275 0.00004872
275 0.00008676
275 0.00008676
275 0.00008676
275 0.00008676
275 0.00004872
275 0.00004872
275 0.00008676
275 0.00008676
275 0.00008676
275 0.00008676
275 0.00008676
275 0.00008676
276 0.00004872
276 0.00004872
276 0.00008676
276 0.00008676
276 0.00008676
276 0.00008676
276 0.00004872
276 0.00004872
276 0.00008676
276 0.00008676
276 0.00008676
276 0.00008676
276 0.00008676
276 0.00008676
277 0.00004872
277 0.00004872
277 0.00008676
277 0.00008676
277 0.00008676
277 0.00008676
277 0.00004872
277 0.00004872
277 0.00008676
277 0.00008676
277 0.00008676
277 0.00008676
277 0.00008676
277 0.00008676
278 0.00004872
278 0.00004872
278 0.00062869
278 0.00062869
278 0.00062869
278 0.00062869
278 0.00004872
278 0.00004872
278 0.00062869
278 0.00062869
278 0.00062869
278 0.00062869
278 0.00062869
278 0.00062869
279 0.00004872
279 0.00004872
279 0.00008676
279 0.00008676
279 0.00008676
279 0.00008676
279 0.00004872
279 0.00004872
279 0.00008676
279 0.00008676
279 0.00008676
279 0.00008676
279 0.00008676
279 0.00008676
280 0.00004308
280 0.00004308
280 0.00008676
280 0.00008676
280 0.00008676
280 0.00008676
280 0.00004308
280 0.00004308
280 0.00008676
280 0.00008676
280 0.00008676
280 0.00008676
280 0.00008676
280 0.00008676
281 0.00004308
281 0.00004308
281 0.00008676
281 0.00008676
281 0.00008676
281 0.00008676
281 0.00004308
281 0.00004308
281 0.00008676
281 0.00008676
281 0.00008676
281 0.00008676
281 0.00008676
281 0.00008676
282 0.00004872
282 0.00004872
282 0.00008676
282 0.00008676
282 0.00008676
282 0.00008676
282 0.00004872
282 0.00004872
282 0.00008676
282 0.00008676
282 0.00008676
282 0.00008676
282 0.00008676
282 0.00008676
283 0.00004872
283 0.00004872
283 0.00008676
283 0.00008676
283 0.00008676
283 0.00008676
283 0.00004872
283 0.00004872
283 0.00008676
283 0.00008676
283 0.00008676
283 0.00008676
283 0.00008676
283 0.00008676
284 0.00004872
284 0.00004872
284 0.00008676
284 0.00008676
284 0.00008676
284 0.00008676
284 0.00004872
284 0.00004872
284 0.00008676
284 0.00008676
284 0.00008676
284 0.00008676
284 0.00008676
284 0.00008676
285 0.00004872
285 0.00004872
285 0.00008676
285 0.00008676
285 0.00008676
285 0.00008676
285 0.00004872
285 0.00004872
285 0.00008676
285 0.00008676
285 0.00008676
285 0.00008676
285 0.00008676
285 0.00008676
286 0.00004872
286 0.00004872
286 0.00008676
286 0.00008676
286 0.00008676
286 0.00008676
286 0.00004872
286 0.00004872
286 0.00008676
286 0.00008676
286 0.00008676
286 0.00008676
286 0.00008676
286 0.00008676
316 0.00004308
316 0.00004308
316 0.00008676
316 0.00008676
316 0.00008676
316 0.00008676
316 0.00004308
316 0.00004308
316 0.00008676
316 0.00008676
316 0.00008676
316 0.00008676
316 0.00008676
316 0.00008676
317 0.00004308
317 0.00004308
317 0.00008676
317 0.00008676
317 0.00008676
317 0.00008676
317 0.00004308
317 0.00004308
317 0.00008676
317 0.00008676
317 0.00008676
317 0.00008676
317 0.00008676
317 0.00008676
318 0.00004872
318 0.00004872
318 0.00008676
318 0.00008676
318 0.00008676
318 0.00008676
318 0.00004872
318 0.00004872
318 0.00008676
318 0.00008676
318 0.00008676
318 0.00008676
318 0.00008676
318 0.00008676
319 0.00004872
319 0.00004872
319 0.00062869
319 0.00062869
319 0.00062869
319 0.00062869
319 0.00004872
319 0.00004872
319 0.00062869
319 0.00062869
319 0.00062869
319 0.00062869
319 0.00062869
319 0.00062869
320 0.00004872
320 0.00004872
320 0.00008676
320 0.00008676
320 0.00008676
320 0.00008676
320 0.00004872
320 0.00004872
320 0.00008676
320 0.00008676
320 0.00008676
320 0.00008676
320 0.00008676
320 0.00008676
321 0.00004872
321 0.00004872
321 0.00008676
321 0.00008676
321 0.00008676
321 0.00008676
321 0.00004872
321 0.00004872
321 0.00008676
321 0.00008676
321 0.00008676
321 0.00008676
321 0.00008676
321 0.00008676
322 0.00004872
322 0.00004872
322 0.00008676
322 0.00008676
322 0.00008676
322 0.00008676
322 0.00004872
322 0.00004872
322 0.00008676
322 0.00008676
322 0.00008676
322 0.00008676
322 0.00008676
322 0.00008676
323 0.00004872
323 0.00004872
323 0.00008676
323 0.00008676
323 0.00008676
323 0.00008676
323 0.00004872
323 0.00004872
323 0.00008676
323 0.00008676
323 0.00008676
323 0.00008676
323 0.00008676
323 0.00008676
324 0.00004872
324 0.00004872
324 0.00008676
324 0.00008676
324 0.00008676
324 0.00008676
324 0.00004872
324 0.00004872
324 0.00008676
324 0.00008676
324 0.00008676
324 0.00008676
324 0.00008676
324 0.00008676
325 0.00004872
325 0.00004872
325 0.00008676
325 0.00008676
325 0.00008676
325 0.00008676
325 0.00004872
325 0.00004872
325 0.00008676
325 0.00008676
325 0.00008676
325 0.00008676
325 0.00008676
325 0.00008676
328 0.00004308
328 0.00004308
328 0.00008676
328 0.00008676
328 0.00008676
328 0.00008676
328 0.00004308
328 0.00004308
328 0.00008676
328 0.00008676
328 0.00008676
328 0.00008676
328 0.00008676
328 0.00008676
329 0
329 0
329 0.00002601
329 0.00002601
329 0.00002601
329 0.00002601
329 0
329 0
329 0.00002601
329 0.00002601
329 0.00002601
329 0.00002601
329 0.00002601
329 0.00002601
330 0.00004872
330 0.00004872
330 0.00008676
330 0.00008676
330 0.00008676
330 0.00008676
330 0.00004872
330 0.00004872
330 0.00008676
330 0.00008676
330 0.00008676
330 0.00008676
330 0.00008676
330 0.00008676
331 0.00004872
331 0.00004872
331 0.00008676
331 0.00008676
331 0.00008676
331 0.00008676
331 0.00004872
331 0.00004872
331 0.00008676
331 0.00008676
331 0.00008676
331 0.00008676
331 0.00008676
331 0.00008676
332 0.00004872
332 0.00004872
332 0.00008676
332 0.00008676
332 0.00008676
332 0.00008676
332 0.00004872
332 0.00004872
332 0.00008676
332 0.00008676
332 0.00008676
332 0.00008676
332 0.00008676
332 0.00008676
366 0.00004308
366 0.00004308
366 0.00008676
366 0.00008676
366 0.00008676
366 0.00008676
366 0.00004308
366 0.00004308
366 0.00008676
366 0.00008676
366 0.00008676
366 0.00008676
366 0.00008676
366 0.00008676
367 0.00004872
367 0.00004872
367 0.0004297
367 0.0004297
367 0.0004297
367 0.0004297
367 0.00004872
367 0.00004872
367 0.0004297
367 0.0004297
367 0.0004297
367 0.0004297
367 0.0004297
367 0.0004297
368 0.00004872
368 0.00004872
368 0.00062869
368 0.00062869
368 0.00062869
368 0.00062869
368 0.00004872
368 0.00004872
368 0.00062869
368 0.00062869
368 0.00062869
368 0.00062869
368 0.00062869
368 0.00062869
369 0.00004872
369 0.00004872
369 0.0004297
369 0.0004297
369 0.0004297
369 0.0004297
369 0.00004872
369 0.00004872
369 0.0004297
369 0.0004297
369 0.0004297
369 0.0004297
369 0.0004297
369 0.0004297
370 0.00004872
370 0.00004872
370 0.00008676
370 0.00008676
370 0.00008676
370 0.00008676
370 0.00004872
370 0.00004872
370 0.00008676
370 0.00008676
370 0.00008676
370 0.00008676
370 0.00008676
370 0.00008676
371 0.00004872
371 0.00004872
371 0.00008676
371 0.00008676
371 0.00008676
371 0.00008676
371 0.00004872
371 0.00004872
371 0.00008676
371 0.00008676
371 0.00008676
371 0.00008676
371 0.00008676
371 0.00008676
372 0
372 0
372 0.00002601
372 0.00002601
372 0.00002601
372 0.00002601
372 0
372 0
372 0.00002601
372 0.00002601
372 0.00002601
372 0.00002601
372 0.00002601
372 0.00002601
376 0.00004872
376 0.00004872
376 0.00008676
376 0.00008676
376 0.00008676
376 0.00008676
376 0.00004872
376 0.00004872
376 0.00008676
376 0.00008676
376 0.00008676
376 0.00008676
376 0.00008676
376 0.00008676
377 0.00004872
377 0.00004872
377 0.00008676
377 0.00008676
377 0.00008676
377 0.00008676
377 0.00004872
377 0.00004872
377 0.00008676
377 0.00008676
377 0.00008676
377 0.00008676
377 0.00008676
377 0.00008676
413 0.00004308
413 0.00004308
413 0.00008676
413 0.00008676
413 0.00008676
413 0.00008676
413 0.00004308
413 0.00004308
413 0.00008676
413 0.00008676
413 0.00008676
413 0.00008676
413 0.00008676
413 0.00008676
415 0.00004872
415 0.00004872
415 0.0004297
415 0.0004297
415 0.0004297
415 0.0004297
415 0.00004872
415 0.00004872
415 0.0004297
415 0.0004297
415 0.0004297
415 0.0004297
415 0.0004297
415 0.0004297
416 0.00004872
416 0.00004872
416 0.00062869
416 0.00062869
416 0.00062869
416 0.00062869
416 0.00004872
416 0.00004872
416 0.00062869
416 0.00062869
416 0.00062869
416 0.00062869
416 0.00062869
416 0.00062869
417 0.00004872
417 0.00004872
417 0.00008676
417 0.00008676
417 0.00008676
417 0.00008676
417 0.00004872
417 0.00004872
417 0.00008676
417 0.00008676
417 0.00008676
417 0.00008676
417 0.00008676
417 0.00008676
418 0.00004872
418 0.00004872
418 0.00008676
418 0.00008676
418 0.00008676
418 0.00008676
418 0.00004872
418 0.00004872
418 0.00008676
418 0.00008676
418 0.00008676
418 0.00008676
418 0.00008676
418 0.00008676
419 0.00004872
419 0.00004872
419 0.00008676
419 0.00008676
419 0.00008676
419 0.00008676
419 0.00004872
419 0.00004872
419 0.00008676
419 0.00008676
419 0.00008676
419 0.00008676
419 0.00008676
419 0.00008676
421 0.00004308
421 0.00004308
421 0.00008676
421 0.00008676
421 0.00008676
421 0.00008676
421 0.00004308
421 0.00004308
421 0.00008676
421 0.00008676
421 0.00008676
421 0.00008676
421 0.00008676
421 0.00008676
422 0.00004872
422 0.00004872
422 0.00008676
422 0.00008676
422 0.00008676
422 0.00008676
422 0.00004872
422 0.00004872
422 0.00008676
422 0.00008676
422 0.00008676
422 0.00008676
422 0.00008676
422 0.00008676
463 0.00004308
463 0.00004308
463 0.00008676
463 0.00008676
463 0.00008676
463 0.00008676
463 0.00004308
463 0.00004308
463 0.00008676
463 0.00008676
463 0.00008676
463 0.00008676
463 0.00008676
463 0.00008676
464 0.00004872
464 0.00004872
464 0.0004297
464 0.0004297
464 0.0004297
464 0.0004297
464 0.00004872
464 0.00004872
464 0.0004297
464 0.0004297
464 0.0004297
464 0.0004297
464 0.0004297
464 0.0004297
465 0.00004872
465 0.00004872
465 0.00062869
465 0.00062869
465 0.00062869
465 0.00062869
465 0.00004872
465 0.00004872
465 0.00062869
465 0.00062869
465 0.00062869
465 0.00062869
465 0.00062869
465 0.00062869
466 0.00004872
466 0.00004872
466 0.00008676
466 0.00008676
466 0.00008676
466 0.00008676
466 0.00004872
466 0.00004872
466 0.00008676
466 0.00008676
466 0.00008676
466 0.00008676
466 0.00008676
466 0.00008676
467 0.00004872
467 0.00004872
467 0.00008676
467 0.00008676
467 0.00008676
467 0.00008676
467 0.00004872
467 0.00004872
467 0.00008676
467 0.00008676
467 0.00008676
467 0.00008676
467 0.00008676
467 0.00008676
470 0
470 0
470 0.00002601
470 0.00002601
470 0.00002601
470 0.00002601
470 0
470 0
470 0.00002601
470 0.00002601
470 0.00002601
470 0.00002601
470 0.00002601
470 0.00002601
471 0.00004308
471 0.00004308
471 0.00008676
471 0.00008676
471 0.00008676
471 0.00008676
471 0.00004308
471 0.00004308
471 0.00008676
471 0.00008676
471 0.00008676
471 0.00008676
471 0.00008676
471 0.00008676
516 0.00004872
516 0.00004872
516 0.0004297
516 0.0004297
516 0.0004297
516 0.0004297
516 0.00004872
516 0.00004872
516 0.0004297
516 0.0004297
516 0.0004297
516 0.0004297
516 0.0004297
516 0.0004297
517 0.00004872
517 0.00004872
517 0.00062869
517 0.00062869
517 0.00062869
